id,dominio_esperado,dominio_previsto,acerto,User Story
A17US5Ge,Medicine,Biology,ERRO,"As a clinical trial coordinator, I am interested in conducting a study to validate the effectiveness of the predictive system during non-REM and REM sleep phases, providing empirical support for its clinical use."
A17US5Ll,Medicine,Nephrology,ERRO,"As a clinician, I want to be able to adjust the data segment duration and prediction lead time of the system, so that I can optimize the accuracy of the predictions for individual patients."
A17US5O1,Medicine,Health,ERRO,"As a healthcare administrator, I want to implement the apnea and hypopnea prediction system in our sleep clinics, so that we can enhance patient care and treatment outcomes."
A17US6Ge,Medicine,Information Systems,ERRO,"As a software developer for medical devices, I need to integrate predictive algorithms into sleep monitoring equipment, allowing for real-time alerts and intervention during sleep studies."
A17US6Ll,Medicine,Information Systems,ERRO,"As a system developer, I want to be able to measure the performance of the system using average sensitivities, specificities, positive predictive values, and negative predictive values, so that I can evaluate the effectiveness of the system."
A17US7Ge,Medicine,Health,ERRO,"As a healthcare policy advisor, I want to understand the potential impact of predictive technologies on managing sleep apnea, to advocate for funding and research that support non- invasive management strategies."
A17US7Ll,Medicine,Endocrinology,ERRO,"As a researcher, I want to be able to identify the most important physiological signals for making accurate and reliable predictions of apnea and hypopnea events, so that I can refine the system to focus on the most critical data."
A17US7O1,Medicine,Computer Vision,ERRO,"As a software developer, I want to optimize the LAMSTAR neural network for real- time prediction, so that the system can provide timely alerts during both non-REM and REM sleep."
A17US8Ge,Medicine,Endocrinology,ERRO,"As a patient with obstructive sleep apnea, I am interested in participating in a program that uses this predictive system, hoping to gain better control over my condition and improve my quality of sleep."
A17US8Ll,Medicine,Radiology,ERRO,"As a clinician, I want to be able to use the system to predict apnea events up to 60 seconds into the future, so that I can provide timely interventions to patients."
A17US8O1,Medicine,Pediatrics,ERRO,"As a clinical trial coordinator, I want to evaluate the system’s sensitivity and specificity, so that I can validate its effectiveness in predicting apnea and hypopnea episodes."
A17US9Ge,Medicine,Health,ERRO,"As a medical device marketer, I need to highlight the capabilities of our new sleep apnea prediction technology, focusing on its accuracy and the benefits it offers to both patients and clinicians."
A17US9Ll,Medicine,Biology,ERRO,"As a system developer, I want to be able to integrate the prediction system with existing polysomnography equipment, so that I can simplify the data collection process and make the system more accessible to clinicians."
A17US9O1,Medicine,Health,ERRO,"As a healthcare provider, I want to access detailed reports on predicted apnea and hypopnea events, so that I can tailor treatment plans to individual patient needs."
A39US10Ge,Music,Music,OK,"As a global citizen, I want to see technology used to improve the overall music listening experience for everyone. By predicting playlist success and delivering personalized recommendations, we can create a more engaging and enriching music ecosystem for all music lovers."
A39US10Ll,Music,Music,OK,"As a music fan, I want the model to provide valuable insights into playlist creation, so I can enjoy a more tailored and enjoyable music- listening experience."
A39US10O1,Music,Music,OK,"As a music producer, I want to understand the characteristics that make playlists successful, so that I can curate collections of songs that maximize listener engagement and satisfaction."
A39US1Ge,Music,Music,OK,"As a music enthusiast, I want to create playlists that resonate with a wider audience and gain popularity. I want a tool that can predict the success of my playlists based on musical characteristics, allowing me to refine my curation and increase engagement."
A39US1Ll,Music,Music,OK,"As a music enthusiast, I want to understand what makes a playlist successful, so I can create playlists that resonate with my audience."
A39US1O1,Music,Music,OK,"As a music curator, I want to use a machine learning model to predict playlist success, so that I can create more engaging and popular playlists for listeners."
A39US2Ge,Music,Music,OK,"As a musician or artist, I want to understand what factors contribute to the success of playlists featuring my music. I want to use this knowledge to collaborate with curators and platforms to increase the visibility and reach of my work."
A39US2Ll,Music,Music,OK,"As a music industry expert, I want to analyze the musical characteristics of songs that contribute to a successful playlist, so I can advise artists and labels on effective playlist strategies."
A39US2O1,Music,Music,OK,"As a digital music platform manager, I want to integrate playlist success predictions into our system, so that we can enhance user satisfaction and retention through optimized playlist recommendations."
A39US3Ge,Music,Music,OK,"As a music streaming platform, I want to leverage machine learning to recommend personalized playlists to users based on their preferences and predicted success of the playlists. This will enhance user experience and satisfaction, leading to increased engagement and platform loyalty."
A39US3Ll,Music,Music,OK,"As a playlist creator, I want to predict the success of my playlists, so I can refine my craft and increase my chances of going viral."
A39US3O1,Music,Music,OK,"As a data scientist, I want to analyze various musical characteristics of songs, so that I can improve the accuracy of our playlist success prediction model."
A39US4Ge,Music,Music,OK,"As a music curator, I want to use data- driven insights to optimize my playlist creation process. I want to identify the most effective combinations of musical characteristics and genres to create playlists that are more likely to resonate with specific audiences."
A39US4Ll,Music,Music,OK,"As a music streamer, I want to identify the factors that drive engagement on popular playlists, so I can offer personalized recommendations to my users."
A39US4O1,Music,Music,OK,"As a marketing strategist for a music streaming service, I want to leverage insights from playlist success predictions, so that I can develop targeted campaigns that promote popular playlists and increase user engagement."
A39US5Ge,Music,Music,OK,"As a music label or record company, I want to use machine learning- based playlist success prediction to inform marketing and promotional strategies. I want to identify playlists with high potential and target them for artist placement, ultimately increasing artist exposure and driving music consumption."
A39US5Ll,Music,Music,OK,"As a music marketer, I want to leverage machine learning to optimize playlist design strategies, so I can promote my artists' music more effectively."
A39US5O1,Music,Music,OK,"As a music enthusiast, I want personalized playlist recommendations based on predicted success factors, so that I can enjoy a more tailored and enjoyable music- listening experience."
A39US6Ge,Music,Music,OK,"As a music researcher, I want to explore the use of machine learning to understand the complex factors that influence playlist popularity. This can provide valuable insights into music listening trends and user preferences, informing future research and development in the music industry."
A39US6Ll,Music,Music,OK,"As a user, I want the playlist success prediction model to accurately forecast the success of popular playlists, so I can discover new music that resonates with the masses."
A39US6O1,Music,Music,OK,"As a product manager, I want to utilize the machine learning-based approach to forecast playlist popularity, so that we can prioritize and feature playlists that are more likely to succeed."
A39US7Ge,Music,Music,OK,"As a technology developer, I want to build user-friendly tools that integrate machine learning models for playlist success prediction. This can empower music creators and curators to make data-driven decisions and optimize their playlists for wider reach and impact."
A39US7Ll,Music,Music,OK,"As a music enthusiast, I want the model to effectively identify unpopular playlists, so I can avoid wasting time on low-quality content."
A39US7O1,Music,Music,OK,"As a user experience designer, I want to incorporate success prediction insights into the playlist creation interface, so that users can receive guidance on building playlists that resonate with their audience."
A39US8Ge,Music,Music,OK,"As a music industry analyst, I want to use machine learning to analyze and forecast trends in playlist popularity across different genres and demographics. This can provide valuable insights for music platforms, curators, and artists to adapt their strategies and cater to evolving listener preferences."
A39US8Ll,Music,Music,OK,"As a music industry professional, I want to harness the power of machine learning to deliver personalized music recommendations, so I can increase user engagement and loyalty."
A39US8O1,Music,Music,OK,"As an industry analyst, I want to study the factors driving playlist success, so that I can provide valuable recommendations to music producers and streaming services on effective playlist strategies."
A39US9Ll,Music,Music,OK,"As a playlist curator, I want to use the insights from the model to elevate playlist creation and enrich the music consumption experience, so I can build a loyal following."
A39US9Ge,Music,Biology,ERRO,"As a data scientist, I want to explore and compare different machine learning algorithms and features for predicting playlist success. This can lead to the development of more accurate and robust models, further enhancing the effectiveness of playlist creation and recommendation strategies."
A39US9O1,Music,Information Systems,ERRO,"As a software engineer, I want to implement the machine learning model with high accuracy rates, so that our platform can reliably predict and promote successful playlists in real-time."
A33US10Ge,News,News,OK,"As a global citizen, I want to see a more informed and engaged public discourse where people can easily access and understand the complex information presented in news articles."
A33US10Ll,News,News,OK,"As a news agency, I want to be able to provide a more comprehensive and informative news service, by leveraging semantic annotation and search to deliver more accurate and relevant results to our users."
A33US10O1,News,News,OK,"As a product manager for a news aggregation service, I want to implement a semantic search engine that supports both keyword and structured data searches, so that we can offer users a powerful tool for discovering and exploring news content."
A33US1Ge,News,News,OK,"As a journalist, I want to quickly access and analyze relevant information from past news articles to inform my reporting and provide context for current events."
A33US1Ll,News,News,OK,"As a journalist, I want to be able to quickly and easily find relevant contextual background information when writing a news story, so that I can provide a more informed and comprehensive article."
A33US1O1,News,News,OK,"As a journalist, I want semantic annotations of news articles, so that I can easily reference contextual backgrounds and compare current events with past similar occurrences."
A33US2Ge,News,News,OK,"As a researcher studying current events, I want to use a powerful search engine to find specific details and relationships between entities mentioned in news articles."
A33US2Ll,News,News,OK,"As a news agency, I want to be able to search for precise facts described in news articles, so that I can verify information and ensure the accuracy of our reporting."
A33US2O1,News,News,OK,"As a news editor, I want a semantic search engine with structured data filters, so that I can efficiently find precise facts and relevant information for writing accurate stories."
A33US3Ge,News,News,OK,"As a news consumer, I want to be able to search for news articles based on specific events, locations, and people involved, rather than just relying on keywords."
A33US3Ll,News,News,OK,"As a researcher, I want to develop a method that can automatically annotate news articles with semantic information, so that I can improve the discoverability and searchability of news content."
A33US3O1,News,News,OK,"As a software developer, I want to integrate Wikidata- based semantic annotations into our news platform, so that users can experience enhanced search capabilities and richer content interactions."
A33US4Ll,News,News,OK,"As a developer, I want to leverage the Wikidata knowledge base to create a semantic annotation system that can support both keyword- based search and structured data search in news articles."
A33US4O1,News,News,OK,"As a data analyst at a news agency, I want to utilize structured data search features, so that I can generate insightful reports and identify trends across various event schemas."
A33US5Ge,News,News,OK,"As a developer of news aggregators or search engines, I want to integrate semantic annotations into my platform to provide users with a more comprehensive and nuanced understanding of news content."
A33US5Ll,News,News,OK,"As a journalist, I want to be able to search for news articles based on specific properties and filters, such as event type, location, and date, so that I can quickly find relevant information."
A33US6Ll,News,News,OK,"As a news agency, I want to be able to provide a more intuitive and powerful search interface for our users, so that they can easily find the information they need."
A33US6O1,News,News,OK,"As a news consumer, I want to use a semantic search engine to filter news articles by specific event properties, so that I can quickly find information relevant to my interests and needs."
A33US7Ge,News,News,OK,"As a fact-checker or verification journalist, I want to use semantic annotations to cross-reference information in news articles with other sources and verify its accuracy."
A33US7Ll,News,News,OK,"As a researcher, I want to investigate the use of semantic annotation and search in news articles, so that I can improve the efficiency and effectiveness of news gathering and reporting."
A33US7O1,News,News,OK,"As a content manager, I want automated semantic annotations for incoming news articles, so that our team can maintain a well-organized and easily searchable content library."
A33US8Ll,News,News,OK,"As a developer, I want to design a system that can automatically infer event schemas from news articles, so that I can provide more accurate and relevant search results."
A33US8O1,News,News,OK,"As a knowledge base specialist, I want to leverage Wikidata for enriching news articles with accurate and up-to- date semantic information, so that the integrity and reliability of our news content are enhanced."
A33US9Ge,News,News,OK,"As a citizen concerned about misinformation and disinformation, I want to be able to access and analyze news articles critically using semantic search to identify potential biases and inconsistencies."
A33US9Ll,News,News,OK,"As a journalist, I want to be able to compare and contrast similar events and stories, so that I can identify patterns and trends and provide more insightful reporting."
A33US4Ge,News,Library,ERRO,"As a librarian or archivist, I want to organize and catalog news articles in a way that makes them easily searchable and accessible to researchers and the public."
A33US5O1,News,Sociology,ERRO,"As a researcher, I want to access both keyword- based and structured data searches, so that I can conduct comprehensive studies on the portrayal of different types of events in the media."
A33US6Ge,News,Information Systems,ERRO,"As a data scientist, I want to explore the potential of using Wikidata and other knowledge bases to improve the accuracy and efficiency of semantic annotation and search for news articles."
A33US8Ge,News,Education,ERRO,"As a teacher or educator, I want to use semantically annotated news articles to create engaging and informative lesson plans for students."
A33US9O1,News,Library,ERRO,"As a librarian, I want to provide journalists and researchers with access to a semantic search engine, so that they can efficiently locate and utilize precise information from a vast array of news sources."
A16US1Ge,Pediatrics,Pediatrics,OK,"As a pediatrician, I want a non-invasive tool that can analyze a newborn's cry and help me identify potential health issues early on."
A16US1Ll,Pediatrics,Pediatrics,OK,"As a neonatologist, I want to develop a non-invasive newborn cry diagnostic system (NCDS) that uses machine learning techniques to analyze cry audio signals, so that I can identify unhealthy newborns quickly and accurately."
A16US1O1,Pediatrics,Pediatrics,OK,"As a neonatal clinician, I want to use the NCDS to non-invasively diagnose unhealthy newborns through their cry audio signals, so that I can quickly identify and address health issues."
A16US2Ge,Pediatrics,Pediatrics,OK,"As a nurse in the neonatal intensive care unit, I want a system that can continuously monitor newborn cries and alert me to any concerning changes."
A16US3Ge,Pediatrics,Pediatrics,OK,"As a parent of a newborn, I want a device that can help me understand my baby's cries and determine if they need medical attention."
A16US3Ll,Pediatrics,Pediatrics,OK,"As a developer, I want to design a system that can fuse multiple feature sets to improve the performance of the NCDS, so that I can increase the accuracy of unhealthy newborn identification."
A16US3O1,Pediatrics,Pediatrics,OK,"As a machine learning specialist, I want to apply probabilistic neural networks and support vector machines to the NCDS, so that the model can effectively classify healthy and unhealthy newborns."
A16US4Ge,Pediatrics,Pediatrics,OK,"As a researcher studying newborn health, I want to use this system to analyze large datasets of infant cries and identify patterns associated with different medical conditions."
A16US4O1,Pediatrics,Pediatrics,OK,"As a researcher, I want to include diverse pathologies in the unhealthy newborn group, so that the NCDS can handle real-world diagnostic scenarios."
A16US5O1,Pediatrics,Pediatrics,OK,"As a data scientist, I want to fuse AAM and MFCC feature sets in the NCDS, so that the system achieves an F- measure of over 80% in diagnosing unhealthy newborns."
A16US6O1,Pediatrics,Pediatrics,OK,"As a healthcare provider, I want the NCDS to operate non-invasively, so that newborns are not subjected to uncomfortable or risky diagnostic procedures."
A16US7Ll,Pediatrics,Pediatrics,OK,"As a neonatologist, I want to use a system that can identify unhealthy newborns non- invasively, so that I can provide timely interventions and improve patient outcomes."
A16US8Ge,Pediatrics,Pediatrics,OK,"As an advocate for newborn health, I want to see this system implemented in hospitals and clinics around the world to improve early detection and treatment of health problems in newborns."
A16US8Ll,Pediatrics,Pediatrics,OK,"As a researcher, I want to investigate the usefulness of information at different levels within cry audio signals, so that I can develop a deeper understanding of the relationship between cry patterns and infant health."
A16US9Ge,Pediatrics,Pediatrics,OK,"As a parent who has experienced a newborn with health issues, I want to see this system available to all families to provide peace of mind and early intervention when needed."
A16US9Ll,Pediatrics,Pediatrics,OK,"As a developer, I want to design a system that can achieve an F- measure of over 80% in identifying unhealthy newborns, so that I can develop a highly accurate diagnostic system."
A16US9O1,Pediatrics,Pediatrics,OK,"As a parent advocate, I want the NCDS to provide early detection of potential health issues in newborns, so that parents can receive timely interventions and support."
A16US10Ge,Pediatrics,Information Systems,ERRO,"As an ethicist, I want to ensure that this system is used responsibly and ethically, with clear guidelines for data privacy and protection of sensitive information."
A16US10Ll,Pediatrics,Health,ERRO,"As a healthcare professional, I want to use a system that can provide accurate and reliable diagnoses, so that I can provide high-quality care to newborns and improve their health outcomes."
A16US10O1,Pediatrics,Information Systems,ERRO,"As a software developer, I want to design the NCDS to handle various feature sets and machine learning models, so that the system remains flexible and scalable for future enhancements."
A16US2Ll,Pediatrics,Biology,ERRO,"As a researcher, I want to extract feature sets from cry audio signals, including Mel frequency cepstral coefficients (MFCC), auditory- inspired amplitude modulation (AAM) features, and prosody features, so that I can develop a comprehensive diagnostic system."
A16US2O1,Pediatrics,Radiology,ERRO,"As a biomedical engineer, I want to integrate MFCC, AAM, and prosody feature sets into the NCDS, so that the system can accurately analyze different levels of cry audio signals."
A16US4Ll,Pediatrics,Radiology,ERRO,"As a healthcare professional, I want to use a system that can analyze cry audio signals at different levels, including low-level patterns and high- level information, so that I can capture subtle changes in infant cries."
A16US5Ge,Pediatrics,Medicine,ERRO,"As a developer of medical devices, I want to explore the potential of integrating this technology into wearable devices for continuous monitoring of newborns."
A16US5Ll,Pediatrics,Computer Vision,ERRO,"As a researcher, I want to train probabilistic neural networks and support vector machine algorithms to classify cry audio signals, so that I can develop a robust and reliable diagnostic system."
A16US6Ge,Pediatrics,Health,ERRO,"As a public health official, I want to use this system to identify newborns at risk of health complications and ensure they receive timely interventions."
A16US6Ll,Pediatrics,Medicine,ERRO,"As a developer, I want to design a system that can handle real-world problems by including many pathologies in the unhealthy group, so that I can develop a system that is effective in clinical settings."
A16US7Ge,Pediatrics,Computer Vision,ERRO,"As a data scientist, I want to improve the accuracy and efficiency of this system by exploring different machine learning algorithms and feature extraction techniques."
A16US7O1,Pediatrics,Information Systems,ERRO,"As a product manager, I want the NCDS to incorporate novel AAM features, so that the system offers innovative diagnostic capabilities not previously available."
A16US8O1,Pediatrics,Information Systems,ERRO,"As a quality assurance analyst, I want to validate the NCDS performance using both training and validation datasets, so that I can ensure the system's reliability and accuracy."
A13US1Ge,Pharmacology,Pharmacology,OK,"As a drug researcher, I want to use AI-DrugNet to identify existing drugs that could be repurposed for treating Alzheimer's disease (AD) based on their target interactions."
A13US2Ge,Pharmacology,Pharmacology,OK,"As a pharmaceutical company scientist, I want the platform to predict potential combinations of existing drugs that may have a synergistic effect in treating AD."
A13US2Ll,Pharmacology,Pharmacology,OK,"As a pharmaceutical company, I want to use a deep learning-based framework to identify potential drug combinations for AD, so that I can accelerate the development of therapeutic efficacy for this disease."
A13US2O1,Pharmacology,Pharmacology,OK,"As a pharmaceutical researcher, I want to leverage the deep learning- based prediction framework, so that I can discover effective drug combinations for treating complex neurological disorders."
A13US3Ge,Pharmacology,Pharmacology,OK,"As a neurologist, I want to use AI- DrugNet to explore potential treatment options for my patients with AD that could be readily available based on existing drugs."
A13US3Ll,Pharmacology,Pharmacology,OK,"As a neurologist, I want to access a database of drug- target pair networks that incorporate multiple drug features and target features, so that I can better understand the complex mechanisms behind AD and identify potential treatment options."
A13US4Ll,Pharmacology,Pharmacology,OK,"As a data scientist, I want to generate integrated features for each drug- combination by incorporating drug- target features and relationship information between drug-drug, target-target, and drug-target, so that I can train a robust AI model for drug discovery."
A13US5Ll,Pharmacology,Pharmacology,OK,"As a medical researcher, I want to use an AI-based Drug discovery Network (AI- DrugNet) to identify potential repurposed and combination drug options for AD, so that I can validate their efficacy in clinical trials."
A13US6Ge,Pharmacology,Pharmacology,OK,"As a regulatory scientist, I want the AI-DrugNet predictions to be accompanied by information on the existing safety and efficacy profiles of the repurposed or combined drugs."
A13US6Ll,Pharmacology,Pharmacology,OK,"As a clinician, I want to access a list of predicted potential drug therapies for AD, ranked by their likelihood of success, so that I can discuss treatment options with my patients and their families."
A13US6O1,Pharmacology,Pharmacology,OK,"As a pharmacologist, I want the prediction framework to generalize to other diseases, so that I can apply the same methodology to discover drug combinations for various complex conditions."
A13US7Ge,Pharmacology,Pharmacology,OK,"As a patient advocate, I want the platform to be transparent about the limitations of AI- based predictions and the need for further clinical trials to validate potential drug repurposing or combinations."
A13US7Ll,Pharmacology,Pharmacology,OK,"As a researcher, I want to apply the AI-DrugNet framework to identify potential drug combinations for other diseases beyond AD, so that I can explore its broad applicability and generalizability."
A13US8Ll,Pharmacology,Pharmacology,OK,"As a pharmaceutical company, I want to use the AI-DrugNet framework to identify potential drug candidates that can be repurposed for AD, so that I can reduce the costs and risks associated with drug development."
A13US9Ge,Pharmacology,Pharmacology,OK,"As a drug discovery company executive, I want the platform to offer different subscription tiers with access to additional features like detailed network visualizations and prioritized drug recommendations."
A13US10Ge,Pharmacology,Health,ERRO,"As a policymaker, I want to explore how AI-DrugNet can be integrated into drug discovery pipelines to streamline the development of new treatment options for various diseases."
A13US10Ll,Pharmacology,Health,ERRO,"As a healthcare policymaker, I want to use the AI- DrugNet framework to inform drug development priorities and resource allocation for AD and other complex diseases, so that I can ensure that patients have access to effective treatments."
A13US10O1,Pharmacology,Biology,ERRO,"As a biotech entrepreneur, I want to implement the AI-DrugNet framework in my startup, so that I can accelerate the discovery of innovative drug therapies for neurological and developmental disorders."
A13US1Ll,Pharmacology,Biology,ERRO,"As a researcher, I want to develop a novel prediction framework to identify potential repurposed drug therapies for Alzheimer's disease (AD), so that I can contribute to the discovery of effective treatments for this complex disease."
A13US1O1,Pharmacology,Biology,ERRO,"As a neurologist, I want to utilize the AI-DrugNet framework to identify repurposed drugs for Alzheimer's disease, so that I can offer new therapeutic options to my patients."
A13US3O1,Pharmacology,Biology,ERRO,"As a data scientist, I want to build and analyze a drug- target pair (DTP) network using multiple drug and target features, so that I can uncover meaningful associations within the AD disease network."
A13US4Ge,Pharmacology,Biology,ERRO,"As a computational biologist, I want to access the underlying network model and data used in AI-DrugNet to understand the rationale behind the predicted drug repurposing or combinations."
A13US4O1,Pharmacology,Biology,ERRO,"As a bioinformatician, I want to integrate drug-drug, target- target, and drug- target relationships into the AI-DrugNet model, so that the framework can generate comprehensive features for accurate drug prediction."
A13US5Ge,Pharmacology,Biology,ERRO,"As a data scientist, I want the platform to allow for the integration of additional disease data and drug- target interaction information to expand its applicability to other neurological or developmental disorders."
A13US5O1,Pharmacology,Biology,ERRO,"As a clinical trial coordinator, I want to use AI-DrugNet to identify potential repurposed drug therapies, so that I can design and initiate clinical trials more efficiently for Alzheimer's disease."
A13US7O1,Pharmacology,Health,ERRO,"As a healthcare policymaker, I want to adopt the AI- DrugNet framework for drug repurposing, so that I can support cost- effective and timely therapeutic developments for public health."
A13US8Ge,Pharmacology,Biology,ERRO,"As a system developer, I want AI-DrugNet to be user-friendly and allow researchers to input specific drug targets or disease characteristics for focused drug repurposing analysis."
A13US8O1,Pharmacology,Biology,ERRO,"As a machine learning engineer, I want to develop and refine the AI- DrugNet model, so that it exhibits robust predictive performance in identifying effective drug therapies."
A13US9Ll,Pharmacology,Biology,ERRO,"As a bioinformatician, I want to analyze the AD disease network and identify the key nodes and edges that are associated with disease progression, so that I can provide insights on the underlying mechanisms of AD."
A13US9O1,Pharmacology,Medicine,ERRO,"As a medical researcher, I want to explore the associations between drug- target pairs within the AD network, so that I can better understand the mechanisms underlying Alzheimer's disease progression."
A4US1Ge,Political Science,Political Science,OK,"As a military leader, I want to leverage AI for improved situational awareness and faster decision- making on the battlefield to gain a tactical advantage."
A4US1O1,Political Science,Political Science,OK,"As a military commander, I want autonomous drones to conduct reconnaissance missions, so that I can gather real- time intelligence without risking personnel."
A4US4Ll,Political Science,Political Science,OK,"As a military commander, I want to leverage AI- powered drones for combat and non- combat operations, so that I can gain a tactical advantage on the ground and improve mission success."
A4US6Ge,Political Science,Political Science,OK,"As a non- proliferation expert, I want AI to analyze data on weapons development and identify potential threats of nuclear or biological weapons proliferation."
A4US6O1,Political Science,Political Science,OK,"As a strategic planner, I want drones equipped with AI to analyze and predict enemy movements, so that I can make informed decisions to counteract threats."
A4US10Ge,Political Science,Computer Networks,ERRO,"As a researcher in international security, I want to collaborate with policymakers and military leaders to develop a framework for responsible and cooperative development of AI for international security purposes."
A4US10Ll,Political Science,Information Systems,ERRO,"As a system architect, I want to design and implement an AI- powered drone system that can adapt to changing circumstances and learn from experience, so that I can create a truly autonomous and effective military capability."
A4US10O1,Political Science,Information Systems,ERRO,"As a defense strategist, I want AI- powered drones to learn from each mission, so that their performance improves continuously and adapts to emerging threats."
A4US1Ll,Political Science,Information Systems,ERRO,"As a military strategist, I want to understand the transformative impact of AI on international security, so that I can develop effective responses to emerging threats and opportunities."
A4US2Ge,Political Science,Information Systems,ERRO,"As a cybersecurity expert, I want AI tools that can detect and respond to cyberattacks in real-time, protecting critical infrastructure and national security information."
A4US2Ll,Political Science,Information Systems,ERRO,"As a security expert, I want to identify the potential risks and challenges associated with AI in the security environment, so that I can mitigate them through cooperation and collaboration."
A4US2O1,Political Science,Information Systems,ERRO,"As a drone operator, I want AI- driven drones to adapt to changing battlefield conditions, so that missions remain effective under dynamic scenarios."
A4US3Ge,Political Science,Information Systems,ERRO,"As an intelligence analyst, I want AI to help me analyze vast amounts of data and identify potential threats and emerging conflicts before they escalate."
A4US3Ll,Political Science,Information Systems,ERRO,"As a technologist, I want to design and develop drones that can learn and operate autonomously, using AI and GIS, so that I can enhance military capabilities and decision-making."
A4US3O1,Political Science,Information Systems,ERRO,"As a GIS specialist, I want drones integrated with GIS systems, so that they can utilize geospatial data for precise navigation and targeting."
A4US4Ge,Political Science,Information Systems,ERRO,"As a diplomat working on crisis management, I want AI to assist in simulating different scenarios and predicting potential outcomes of international negotiations."
A4US4O1,Political Science,Information Systems,ERRO,"As a cybersecurity analyst, I want AI- powered drones to detect and respond to cyber threats autonomously, so that our defense systems remain secure against digital attacks."
A4US5Ge,Political Science,Health,ERRO,"As a peacekeeper deployed to a conflict zone, I want AI-powered systems that can translate languages in real-time and help me build trust with local communities."
A4US5Ll,Political Science,Information Systems,ERRO,"As a developer, I want to integrate AI, C5IRS, and GIS systems to create a seamless and interoperable platform for drone operations, so that I can enhance situational awareness and decision-making."
A4US5O1,Political Science,Transportation,ERRO,"As a logistics coordinator, I want autonomous drones to manage supply deliveries in combat zones, so that frontline units receive necessary resources promptly."
A4US6Ll,Political Science,Information Systems,ERRO,"As a researcher, I want to investigate the potential of AI- powered drones to transform enterprise functions, mission support, and operations, so that I can identify new opportunities for military advantage."
A4US7Ge,Political Science,Health,ERRO,"As a defense contractor, I want to develop AI-powered weapons systems that operate with high precision and minimize civilian casualties."
A4US7Ll,Political Science,Health,ERRO,"As a policy-maker, I want to develop cooperative frameworks and guidelines for the responsible development and use of AI-powered drones, so that I can minimize risks and promote ethical behavior."
A4US7O1,Political Science,Information Systems,ERRO,"As a communications officer, I want drones to be integrated with C5ISR systems, so that they can seamlessly share information across all command and control networks."
A4US8Ge,Political Science,Health,ERRO,"As a human rights advocate, I want international regulations and ethical guidelines established to prevent the misuse of AI in warfare and ensure accountability for its actions."
A4US8Ll,Political Science,Information Systems,ERRO,"As a military planner, I want to design scenarios and exercises that incorporate AI- powered drones, so that I can test and evaluate their effectiveness in various operational contexts."
A4US8O1,Political Science,Health,ERRO,"As a field commander, I want AI-enabled drones to perform search and rescue operations, so that injured personnel can be located and evacuated swiftly."
A4US9Ge,Political Science,Health,ERRO,"As a citizen concerned about national security, I want transparency from governments regarding the use of AI in military applications to ensure public trust."
A4US9Ll,Political Science,Information Systems,ERRO,"As a trainer, I want to develop training programs that prepare military personnel to work effectively with AI- powered drones, so that I can ensure seamless human- machine collaboration."
A4US9O1,Political Science,Information Systems,ERRO,"As an interoperability coordinator, I want drones from different allied forces to communicate and operate cohesively, so that joint missions are more efficient and effective."
A20US10Ll,Psychology,Psychology,OK,"As a researcher, I want to investigate the interaction between individual factors (e.g., personality traits) and environmental factors (e.g., country of origin) on drug abuse behavior so that I can develop a comprehensive understanding of drug abuse prevention."
A20US1Ge,Psychology,Psychology,OK,"As a healthcare professional, I want to input a person's personality traits (Big Five), sensation seeking scores, impulsivity measures, and demographic information into a system to predict their likelihood of drug abuse."
A20US1Ll,Psychology,Psychology,OK,"As a researcher, I want to analyze the relationship between drug abuse and various factors such as personality traits, sensation seeking, impulsivity, and demographic information so that I can identify the elements that lead to drug abuse."
A20US2Ll,Psychology,Psychology,OK,"As a healthcare professional, I want to know the predictive value of Big Five personality traits (NEO-FFI-R) on drug abuse so that I can assess an individual's likelihood of drug abuse."
A20US2O1,Psychology,Psychology,OK,"As a data scientist, I want to apply logistic regression, decision tree, and random forest algorithms to drug consumption data, so that I can identify the most accurate model for predicting drug abuse."
A20US3Ll,Psychology,Psychology,OK,"As a data analyst, I want to access the drug consumption data from the UCI database so that I can analyze it and identify patterns related to drug abuse."
A20US4Ll,Psychology,Psychology,OK,"As a machine learning model, I want to be trained on the drug consumption data using logistic regression, decision tree, and random forest algorithms so that I can predict the probability of drug abuse accurately."
A20US6Ll,Psychology,Psychology,OK,"As a researcher, I want to compare the predictive accuracy of different machine learning models (logistic regression, decision tree, and random forest) on drug abuse data so that I can determine the best approach for prediction."
A20US6O1,Psychology,Psychology,OK,"As a researcher, I want to analyze the influence of the Big Five personality traits on drug abuse, so that I can contribute to the academic understanding of addiction behaviors."
A20US8Ll,Psychology,Psychology,OK,"As a psychologist, I want to explore the relationship between sensation seeking and drug abuse so that I can develop strategies to redirect sensation seekers towards healthier behaviors."
A20US9O1,Psychology,Psychology,OK,"As a mental health counselor, I want to utilize prediction models that consider both personal and environmental factors, so that I can tailor my interventions to address the root causes of drug abuse."
A2US3Ge,Psychology,Psychology,OK,"As a therapist working with aggressive children, I want objective data on their physical activity patterns to track progress in anger management and de-escalation techniques."
A2US4Ge,Psychology,Psychology,OK,"As a researcher studying childhood aggression, I want access to a non- invasive method for collecting real-time data on physical aggression in children so that I can better understand its triggers and consequences."
A2US5Ll,Psychology,Psychology,OK,"As a researcher, I want to collect demographic, anthropometric, and clinical data from participants to better understand the context and contributing factors of physical- aggressive incidents in children, so that I can develop a more comprehensive understanding of the phenomenon."
