id,User Story,domain_refair,domain_gabarito,domain_ok,domain_confidence,ml_tasks_refair,ml_labels_gabarito,ml_task_vazio_refair,features_refair,features_gabarito
A24US9Ll,"As a researcher, I want to be able to search for research papers and publications based on specific keywords or topics, ",Health,Library,ERRO,High,,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Sim,,
A24US10Ll,"As a developer, I want to evaluate the performance of the ArnetMiner system using empirical methods, so that I can ident",Biology,Library,ERRO,High,,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Sim,,
A24US1O1,"As a researcher, I want automated extraction of my profile from the Web, so that my academic information is accurately r",Biology,Library,ERRO,High,classification; graph mining,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,,
A24US2O1,"As a digital library manager, I want to integrate publication data into the academic network, so that the system provide",Computer Networks,Library,ERRO,High,,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Sim,,
A24US3O1,"As a data scientist, I want a probabilistic framework to resolve name ambiguities, so that researcher profiles are accur",Health,Library,ERRO,High,classification,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,age; geography; sex; ethnicity; gender,
A24US4O1,"As an academic network modeler, I want to simultaneously model topics, authors, and publication venues, so that the syst",Education,Library,ERRO,High,classification; representation learning,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,age; geography; race; sex; ethnicity; family wealth; gender; financial status,
A24US5O1,"As a university administrator, I want to access expertise search services, so that I can identify experts within specifi",Movies,Library,ERRO,High,representation learning,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,age; gender,
A24US6O1,"As a scholar, I want people association search capabilities, so that I can discover potential collaborators and understa",Music,Library,ERRO,High,,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Sim,,
A24US7O1,"As a system architect, I want a unified tagging approach to extract researcher profiles, so that the system can efficien",Law,Library,ERRO,High,classification; classification; ranking; regression; representation learning; resource allocation; spatio-temporal process learning; task assignment,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,age; geography; race; sex; ethnicity; gender,
A24US8O1,"As a librarian, I want the ArnetMiner system to integrate seamlessly with existing digital libraries, so that users have",Library,Library,OK,High,,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Sim,,
A24US9O1,"As a user experience designer, I want the architecture of the ArnetMiner system to support intuitive search services, so",Transportation,Library,ERRO,High,graph augmentation; matching; pricing; regression,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,race; geography,
A24US10O1,"As a research evaluator, I want empirical evaluations of the system’s methods, so that I can trust the accuracy and reli",Biology,Library,ERRO,High,,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Sim,,
A25US1Ge,"As a customer on an online store, I want to see personalized recommendations that reflect my unique interests, even if I",Biology,Information Systems,ERRO,Medium,classification,Ranking,Não,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US2Ge,"As a developer of an e-commerce platform, I want a recommendation system that can scale efficiently with a large product",Medicine,Information Systems,ERRO,Medium,classification; classification,Ranking,Não,age; race; sex; ethnicity; gender,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US3Ge,"As a data scientist, I want a recommendation algorithm that can leverage various user data points beyond purchases and r",Health,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US4Ge,"As a content creator on a platform like YouTube, I want to recommend relevant videos to viewers based on their watch his",Biology,Information Systems,ERRO,Medium,classification,Ranking,Não,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US5Ge,"As a music streaming service provider, I want to recommend songs to users based on the music they've recently listened t",Music,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US6Ge,"As a researcher studying user behavior, I want to understand how different recommendation algorithms compare in terms of",Health,Information Systems,ERRO,Medium,graph diffusion; representation learning,Ranking,Não,age; ethnicity; gender; geography; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US7Ge,"As a marketer, I want to use a recommendation system that can personalize product suggestions in real- time to increase ",Finance & Marketing,Information Systems,ERRO,Medium,data summarization,Ranking,Não,age; gender; geography; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US8Ge,"As a platform developer, I want to integrate a scalable and efficient recommendation system into my platform to provide ",Literature,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US9Ge,"As a global citizen, I want to see online platforms use technology responsibly to recommend products that are relevant t",Biology,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US10Ge,"As a developer of recommendation systems, I want to explore the potential of item-to- item collaborative filtering and c",Biology,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US1Ll,"As a customer, I want to receive personalized recommendations on an e-commerce website so that I can discover new produc",Medicine,Information Systems,ERRO,Medium,classification; classification,Ranking,Não,age; race; sex; ethnicity; gender,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US2Ll,"As a developer, I want to use a recommendation algorithm that can incorporate multiple attributes, such as items viewed ",Movies,Information Systems,ERRO,Medium,data summarization; ranking; representation learning,Ranking,Não,age; gender,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US3Ll,"As an online retailer, I want to use recommendation algorithms to personalize the online store for each customer, showin",Education,Information Systems,ERRO,Medium,representation learning,Ranking,Não,age; ethnicity; financial status; gender; geography; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US4Ll,"As a developer, I want to compare the performance of different recommendation algorithms, including traditional collabor",Medicine,Information Systems,ERRO,Medium,classification; classification,Ranking,Não,age; race; sex; ethnicity; gender,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US5Ll,"As a researcher, I want to develop an item-to-item collaborative filtering algorithm that can scale independently of the",Biology,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US6Ll,"As a customer, I want to receive recommendations in real-time, so that I can quickly discover new products that match my",Medicine,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US7Ll,"As an online retailer, I want to use a recommendation algorithm that can handle massive data sets, so that I can provide",Education,Information Systems,ERRO,Medium,classification,Ranking,Não,age; geography; race; sex; ethnicity; family wealth; gender,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US8Ll,"As a developer, I want to evaluate the quality of recommendations generated by different algorithms, so that I can choos",Medicine,Information Systems,ERRO,Medium,classification; classification,Ranking,Não,age; race; sex; ethnicity; gender,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US9Ll,"As a customer, I want to be able to interact with a personalized online store that changes based on my interests and pre",Medicine,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US10Ll,"As an online retailer, I want to use recommendation algorithms to increase customer engagement and loyalty, by providing",Education,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US1O1,"As a customer, I want personalized product recommendations based on my browsing and purchasing history, so that I can ea",Biology,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US2O1,"As a data scientist, I want to implement the item-to-item collaborative filtering algorithm, so that I can generate high",Biology,Information Systems,ERRO,Medium,classification,Ranking,Não,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US3O1,"As a software engineer, I want the recommendation system to perform real-time computations, so that customers receive up",Literature,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US4O1,"As a product manager, I want to compare different recommendation algorithms, including traditional collaborative filteri",Literature,Information Systems,ERRO,Medium,ranking,Ranking,Não,gender,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US5O1,"As a system architect, I want to design a scalable recommendation infrastructure that operates independently of the numb",Law,Information Systems,ERRO,Medium,classification; classification; ranking; regression; representation learning; resource allocation; spatio-temporal process learning; task assignment,Ranking,Não,age; geography; race; sex; ethnicity; gender,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US6O1,"As a marketing specialist, I want to leverage personalized recommendations to increase customer engagement and sales, so",Finance & Marketing,Information Systems,ERRO,Medium,anomaly detection,Ranking,Não,age; gender; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US7O1,"As an e-commerce manager, I want to analyze the performance of the item-to-item collaborative filtering algorithm, so th",Information Systems,Information Systems,OK,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US8O1,"As a UX designer, I want to integrate seamless recommendation features into the online store interface, so that customer",Movies,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US9O1,"As a business analyst, I want to track the effectiveness of various recommendation methods, so that I can provide insigh",Biology,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A25US10O1,"As a developer, I want to optimize the recommendation algorithm for massive data sets, so that our platform can handle i",Medicine,Information Systems,ERRO,Medium,classification; classification,Ranking,Não,age; race; sex; ethnicity; gender,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A26US1Ge,"As a customer on an online shopping platform, I want to understand why a product is being recommended to me, so I can ma",Biology,Information Systems,ERRO,Medium,classification,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US2Ge,"As a content creator on a platform like YouTube, I want to provide users with explanations for why their videos are bein",Biology,Information Systems,ERRO,Medium,,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Sim,,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US3Ge,"As a developer of a recommender system, I want to provide users with transparent and personalized justifications for rec",Finance & Marketing,Information Systems,ERRO,Medium,ranking,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,activity; age; gender; geography; race; sex,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US4Ge,"As a researcher studying user behavior, I want to understand how users interpret and utilize justifications for recommen",Health,Information Systems,ERRO,Medium,classification,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,age; geography; sex; ethnicity; gender,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US5Ge,"As a marketer, I want to use personalized justifications to improve the effectiveness of my recommendations and increase",Finance & Marketing,Information Systems,ERRO,Medium,anomaly detection; clustering; data summarization; ranking; representation learning,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,age; gender; race; sex; geography; activity,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US6Ge,"As a data scientist, I want to explore new methods for generating diverse and informative justifications that are tailor",Health,Information Systems,ERRO,Medium,,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Sim,,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US7Ge,"As a platform developer, I want to integrate personalized justification models into my platform to provide users with a ",Literature,Information Systems,ERRO,Medium,ranking,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,gender,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US8Ge,"As a content creator on a social media platform, I want to use justifications to explain why I recommend certain content",Biology,Information Systems,ERRO,Medium,,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Sim,,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US9Ge,"As a consumer of online information, I want to be able to critically evaluate recommendations and justifications, making",Finance & Marketing,Information Systems,ERRO,Medium,anomaly detection; classification; classification; clustering,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,age; gender; race; sex; geography,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US10Ge,"As a global citizen, I want to see online platforms use technology responsibly to provide users with transparent and per",Law,Information Systems,ERRO,Medium,classification; classification; clustering; ranking; regression; representation learning; resource allocation; spatio-temporal process learning; subset selection; subset selection; task assignment,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,age; geography; race; sex; ethnicity; gender,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US1Ll,"As a customer, I want to understand why a recommended product might match my interests, so I want to see relevant and co",Medicine,Information Systems,ERRO,Medium,classification; classification,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,age; race; sex; ethnicity; gender,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US2Ll,"As a researcher, I want to develop new methods and datasets for generating high- quality review justifications that are ",Medicine,Information Systems,ERRO,Medium,classification; classification,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,age; race; sex; ethnicity; gender,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US3Ll,"As a developer, I want to create a system that can extract relevant review segments that justify users' intentions, so t",Biology,Information Systems,ERRO,Medium,classification,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US4Ll,"As a data scientist, I want to construct large-scale personalized recommendation justification datasets using distant la",Biology,Information Systems,ERRO,Medium,graph mining,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US5Ll,"As a customer, I want to see justifications for recommended products that cover different aspects of the product, so tha",Medicine,Information Systems,ERRO,Medium,,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Sim,,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US6Ll,"As a developer, I want to design a reference-based Seq2Seq model with aspect- planning that can generate justifications ",Medicine,Information Systems,ERRO,Medium,classification; classification,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,age; race; sex; ethnicity; gender,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US7Ll,"As a customer, I want to see diverse justifications for recommended products, so that I can get a more comprehensive und",Medicine,Information Systems,ERRO,Medium,classification; classification,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,age; race; sex; ethnicity; gender,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US8Ll,"As a developer, I want to design an aspect-conditional masked language model that can generate diverse justifications ba",Biology,Information Systems,ERRO,Medium,graph mining,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US9Ll,"As a researcher, I want to conduct experiments on real-world datasets to evaluate the effectiveness of my models in gene",Health,Information Systems,ERRO,Medium,,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Sim,,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US10Ll,"As an online retailer, I want to provide customers with personalized recommendation justifications that are relevant to ",Education,Information Systems,ERRO,Medium,classification,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,age; geography; race; sex; ethnicity; family wealth; gender,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US1O1,"As a e-commerce customer, I want personalized justifications for product recommendations, so that I can understand why c",Movies,Information Systems,ERRO,Medium,representation learning,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,age; gender,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US2O1,"As a recommendation system developer, I want to implement extractive methods to identify relevant review segments, so th",Computer Networks,Information Systems,ERRO,Medium,,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Sim,,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US3O1,"As a data scientist, I want to construct large-scale personalized recommendation justification datasets, so that I can t",Health,Information Systems,ERRO,Medium,classification; regression; representation learning,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,age; geography; sex; ethnicity; gender,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US4O1,"As a UX designer, I want recommendation justifications to cover different aspects of products, so that users receive com",Movies,Information Systems,ERRO,Medium,data summarization,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,age; gender,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US5O1,"As a product manager, I want to leverage personalized generation models to create diverse justifications, so that our re",Literature,Information Systems,ERRO,Medium,,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Sim,,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US6O1,"As a machine learning engineer, I want to develop a reference-based Seq2Seq model with aspect- planning, so that the sys",Computer Networks,Information Systems,ERRO,Medium,,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Sim,,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US7O1,"As a content strategist, I want aspect-conditional masked language models to generate explanations based on historical j",Biology,Information Systems,ERRO,Medium,classification,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US8O1,"As a quality assurance specialist, I want to evaluate the and diversity of generated justifications, so that I can ensur",Biology,Information Systems,ERRO,Medium,classification; graph mining,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US9O1,"As a research scientist, I want to experiment with new datasets and generation methods for recommendation justifications",Biology,Information Systems,ERRO,Medium,classification,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A26US10O1,"As an academic researcher, I want to analyze the performance of personalized generation models on real-world datasets, s",Education,Information Systems,ERRO,Medium,classification,Classification; Regression; Representation Learning; Clustering; Sentiment Analysis,Não,age; geography; race; sex; ethnicity; family wealth; gender,age; geography; race; sex; gender; skin tone; textual references to people and their demographics
A27US1Ge,"As a customer browsing a small online store, I want to see product recommendations that are relevant to my current inter",Biology,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US2Ge,"As a developer of a recommender system for a website with limited user data, I want a solution that can accurately recom",Medicine,Information Systems,ERRO,Medium,classification; classification,Ranking,Não,age; race; sex; ethnicity; gender,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US3Ge,"As a content creator on a platform like YouTube, I want to recommend relevant videos to viewers based on their current w",Biology,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US4Ge,"As a music streaming service provider, I want to recommend songs to users based on the music they've recently listened t",Music,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US5Ge,"As a news aggregator app developer, I want to recommend relevant news articles to users based on the articles they've re",News,Information Systems,ERRO,Medium,bias detection in word embeddings,Ranking,Não,textual references to people and their demographics,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US6Ge,"As a researcher studying user behavior, I want to understand how users' current browsing patterns and past interactions ",Health,Information Systems,ERRO,Medium,representation learning,Ranking,Não,age; ethnicity; gender; geography; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US7Ge,"As a marketer, I want to use session-based recommendations to personalize product suggestions and increase conversion ra",Finance & Marketing,Information Systems,ERRO,Medium,anomaly detection; clustering; data summarization; ranking; representation learning,Ranking,Não,age; gender; race; sex; geography; activity,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US8Ge,"As a data scientist, I want to explore the potential of RNNs for session- based recommendations and develop new techniqu",Health,Information Systems,ERRO,Medium,classification; regression; representation learning,Ranking,Não,age; geography; sex; ethnicity; gender,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US9Ge,"As a platform developer, I want to integrate RNN- based session- based recommendations into my platform to provide users",Literature,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US10Ge,"As a global citizen, I want to see online platforms use technology responsibly to recommend products and content that ar",Biology,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US1Ll,"As a recommender system developer, I want to use recurrent neural networks (RNNs) to improve the accuracy of recommendat",Biology,Information Systems,ERRO,Medium,classification,Ranking,Não,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US2Ll,"As an online retailer, I want to provide accurate recommendations to my customers even when I don't have access to long-",Education,Information Systems,ERRO,Medium,classification; data summarization; ranking; regression; representation learning; subset selection,Ranking,Não,age; geography; race; sex; ethnicity; family wealth; gender; caste; birth category; financial status,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US3Ll,"As a developer, I want to overcome the limitations of matrix factorization approaches in session-based recommendations, ",Medicine,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US4Ll,"As a customer, I want to receive personalized recommendations that are based on my current browsing behavior and prefere",Medicine,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US5Ll,"As a developer, I want to modify classic RNNs to make them more suitable for session-based recommendations, such as by i",Medicine,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US6Ll,"As an online retailer, I want to improve the overall user experience by providing more accurate and relevant recommendat",Education,Information Systems,ERRO,Medium,classification; representation learning,Ranking,Não,age; geography; race; sex; ethnicity; family wealth; gender; financial status,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US7Ll,"As a developer, I want to evaluate the performance of RNN-based approaches for session-based recommendations on real-wor",Medicine,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US8Ll,"As a customer, I want to receive recommendations that are based on the context of my current session, such as the types ",Medicine,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US9Ll,"As a developer, I want to explore the use of RNNs in recommender systems to capture the sequential dependencies between ",Medicine,Information Systems,ERRO,Medium,classification; classification,Ranking,Não,age; race; sex; ethnicity; gender,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US10Ll,"As an online retailer, I want to use RNN-based approaches to improve the conversion rates and revenue of my website, by ",Education,Information Systems,ERRO,Medium,representation learning,Ranking,Não,age; ethnicity; financial status; gender; geography; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US1O1,"As a recommendation system developer, I want to implement an RNN-based approach for session-based recommendations, so th",Computer Networks,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US2O1,"As a data scientist, I want to apply recurrent neural networks to model entire user sessions, so that I can capture the ",Health,Information Systems,ERRO,Medium,classification; graph diffusion; regression; representation learning,Ranking,Não,age; geography; sex; ethnicity; gender,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US3O1,"As a product manager for an e- commerce platform, I want to leverage session-based RNN recommendations, so that I can en",Literature,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US4O1,"As a machine learning engineer, I want to incorporate a ranking loss function into our RNN model, so that the recommenda",Computer Networks,Information Systems,ERRO,Medium,clustering,Ranking,Não,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US5O1,"As a UX designer, I want the recommendation system to provide timely and relevant suggestions based on current session d",Biology,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US6O1,"As a business analyst, I want to evaluate the performance of RNN-based recommendations against traditional matrix factor",Finance & Marketing,Information Systems,ERRO,Medium,anomaly detection; classification; classification; representation learning,Ranking,Não,age; gender; race; sex; geography,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US7O1,"As a software architect, I want to modify classic RNN architectures to suit session-based recommendation tasks, so that ",Literature,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US8O1,"As a marketing strategist, I want to use more accurate session-based recommendations, so that I can tailor promotional c",Finance & Marketing,Information Systems,ERRO,Medium,anomaly detection,Ranking,Não,age; gender; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US9O1,"As a researcher in recommender systems, I want to explore the effectiveness of RNNs on different datasets, so that I can",Biology,Information Systems,ERRO,Medium,classification,Ranking,Não,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A27US10O1,"As a customer support manager, I want the recommendation system to adapt quickly to short- term user interactions, so th",Computer Networks,Information Systems,ERRO,Medium,,Ranking,Sim,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability
A28US1Ge,"As a single person looking for love, I want a dating recommender system that goes beyond self- reported profiles and con",Health,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
A28US2Ge,"As a speed dating organizer, I want a tool that can analyze data from past events to improve match prediction accuracy a",Movies,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
A28US3Ge,"As a researcher studying human behavior and romantic attraction, I want to explore the potential of using speed dating d",Health,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
A28US4Ge,"As a developer of dating apps or platforms, I want to integrate real-world data from speed dating events into my system ",Biology,Social Networks,ERRO,Medium,classification,Ranking,Não,,age; gender; geography; sex
A28US5Ge,"As a data scientist, I want to explore the use of machine learning techniques, like random forest regression, to predict",Health,Social Networks,ERRO,Medium,classification; matching; regression,Ranking,Não,age; geography; sex; ethnicity; gender,age; gender; geography; sex
A28US6Ge,"As a user concerned about data privacy, I want a dating recommender system that uses my data responsibly and transparent",Transportation,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
A28US7Ge,"As a psychologist studying dating and relationships, I want to understand how the proposed recommender system based on s",Psychology,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
A28US8Ge,"As a social scientist studying the impact of technology on dating, I want to explore the potential benefits and drawback",Biology,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
A28US9Ge,"As a dating coach or relationship expert, I want to use insights from the speed dating- based recommender system to prov",Transportation,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
A28US10Ge,"As a single person looking for a meaningful connection, I want to use a dating recommender system that helps me find com",Health,Social Networks,ERRO,Medium,classification; regression; representation learning,Ranking,Não,age; geography; sex; ethnicity; gender,age; gender; geography; sex
A28US1Ll,"As a dating site user, I want the site to use a more accurate way of assessing my compatibility with potential matches, ",Transportation,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
A28US2Ll,"As a speed dating event organizer, I want to collect and utilize data from face-to-face interactions to improve the matc",Movies,Social Networks,ERRO,Medium,representation learning,Ranking,Não,age; gender,age; gender; geography; sex
A28US3Ll,"As a researcher, I want to explore the research gap between traditional online dating recommenders and speed dating data",Music,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
A28US4Ll,"As a user of a dating recommender system, I want the system to construct an objective profile library based on ratings f",Transportation,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
