id,User Story,refair_domain,refair_ml_tasks,refair_features,refair_features_por_task,ml_task_vazio,erro
A24US8Ge,as a developer of academic search engines i want to integrate arnetminer's features and data to provide a more comprehensive and informative search experience,Information Systems,data summarization; matching; ranking; representation learning; subset selection,age; gender; geography; race; sex; skin tone; ethnic group; news provider; ownership; tour availability,"data summarization: age, gender, geography, race, sex, skin tone | matching: age, gender, geography, race | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone | subset selection: age, gender, geography, race",Não,
A24US9Ge,as a publisher i want to leverage arnetminer's network analysis to understand the reach and impact of published research,Social Networks,clustering,age; ethnicity; gender; geography; sex,"clustering: age, ethnicity, gender, geography, sex",Não,
A24US10Ge,as a policymaker i want to use arnetminer's insights to inform policies and initiatives that support research collaboration and innovation,Health,classification; pricing; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | pricing: age, gender, geography | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A24US1Ll,as a researcher i want to be able to search for other researchers with similar expertise and interests so that i can collaborate with them and expand my professional network,Medicine,classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A24US2Ll,as a developer i want to design a system that can automatically extract researcher profiles from the web so that i can build a comprehensive database of academic researchers,Social Networks,anomaly detection; bias detection in language models; bias detection in word embeddings; classification; machine translation; regression; representation learning; sentiment analysis; speech recognition,age; gender; sex; ethnicity; geography,"anomaly detection: age, gender, sex | bias detection in language models: gender, age, ethnicity, geography, sex | bias detection in word embeddings: sex, gender | classification: age, geography, sex, ethnicity, gender | machine translation: gender | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex | sentiment analysis: sex | speech recognition: gender, geography",Não,
A24US3Ll,as a librarian i want to integrate publication data from existing digital libraries into a unified academic social network so that i can provide a single platform for researchers to access and share information,Library,anomaly detection; bias detection in language models; bias detection in word embeddings; classification; entity resolution; graph augmentation; machine translation; regression; representation learning; sentiment analysis; speech recognition; subset selection,,anomaly detection: — | bias detection in language models: — | bias detection in word embeddings: — | classification: — | entity resolution: — | graph augmentation: — | machine translation: — | regression: — | representation learning: — | sentiment analysis: — | speech recognition: — | subset selection: —,Não,
A24US4Ll,as a data scientist i want to develop a probabilistic framework to deal with the name ambiguity problem in academic networks so that i can accurately match researchers with their publications,Social Networks,clustering,age; ethnicity; gender; geography; sex,"clustering: age, ethnicity, gender, geography, sex",Não,
A24US5Ll,as a researcher i want to be able to search for people with specific expertise or areas of interest so that i can identify potential collaborators or mentors,Medicine,classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A24US6Ll,as a developer i want to design a unified modeling approach to simultaneously model topical aspects of papers authors and publication venues so that i can provide a comprehensive view of the academic network,Information Systems,classification; matching; ranking; representation learning,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | matching: age, gender, geography, race | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone",Não,
A24US7Ll,as a researcher i want to be able to visualize the academic network and identify patterns and relationships between researchers publications and venues so that i can gain insights into the field,Sociology,anomaly detection; bias detection in word embeddings; classification; clustering; data summarization; regression; representation learning; sentiment analysis,age; gender; race; geography,"anomaly detection: age, gender, race | bias detection in word embeddings: race, gender | classification: age, geography, race, gender | clustering: age, gender, geography, race | data summarization: age, gender, geography, race | regression: age, gender, geography, race | representation learning: age, gender, geography, race | sentiment analysis: race",Não,
A24US8Ll,as a system administrator i want to ensure that the system can handle a large volume of data and scale to accommodate a growing number of users so that i can provide a reliable and efficient service,Computer Networks,anomaly detection; bias detection in language models; bias detection in word embeddings; classification; graph mining; machine translation; other; ranking; regression; sentiment analysis; speech recognition,,anomaly detection: — | bias detection in language models: — | bias detection in word embeddings: — | classification: — | graph mining: — | machine translation: — | other: — | ranking: — | regression: — | sentiment analysis: — | speech recognition: —,Não,
A24US9Ll,as a researcher i want to be able to search for research papers and publications based on specific keywords or topics so that i can stay up to date with the latest research in my field,Medicine,anomaly detection; bias detection in language models; bias detection in word embeddings; clustering; representation learning; sentiment analysis; speech recognition,age; gender; race; sex; ethnicity,"anomaly detection: age, gender, race, sex | bias detection in language models: gender, race, age, ethnicity, sex | bias detection in word embeddings: race, sex, gender | clustering: age, ethnicity, gender, race, sex | representation learning: age, ethnicity, gender, race, sex | sentiment analysis: race, sex | speech recognition: gender",Não,
A24US10Ll,as a developer i want to evaluate the performance of the arnetminer system using empirical methods so that i can identify areas for improvement and refine the system to better meet the needs of users,Information Systems,classification; ranking,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability",Não,
A24US1O1,as a researcher i want automated extraction of my profile from the web so that my academic information is accurately represented in the arnetminer system,Library,anomaly detection; bias detection in language models; bias detection in word embeddings; classification; data summarization; districting; entity resolution; graph mining; machine translation; regression; representation learning; sentiment analysis; speech recognition,author,anomaly detection: — | bias detection in language models: — | bias detection in word embeddings: — | classification: — | data summarization: — | districting: — | entity resolution: — | graph mining: author | machine translation: — | regression: — | representation learning: — | sentiment analysis: — | speech recognition: —,Não,
A24US2O1,as a digital library manager i want to integrate publication data into the academic network so that the system provides a comprehensive view of research outputs,Library,anomaly detection; bias detection in language models; bias detection in word embeddings; classification; data summarization; machine translation; regression; representation learning; risk assessment; sentiment analysis; speech recognition,,anomaly detection: — | bias detection in language models: — | bias detection in word embeddings: — | classification: — | data summarization: — | machine translation: — | regression: — | representation learning: — | risk assessment: — | sentiment analysis: — | speech recognition: —,Não,
A24US3O1,as a data scientist i want a probabilistic framework to resolve name ambiguities so that researcher profiles are accurately matched to their publications,Biology,anomaly detection; bias detection in language models; bias detection in word embeddings; clustering; machine translation; representation learning; sentiment analysis; speech recognition,,anomaly detection: — | bias detection in language models: — | bias detection in word embeddings: — | clustering: — | machine translation: — | representation learning: — | sentiment analysis: — | speech recognition: —,Não,
A24US4O1,as an academic network modeler i want to simultaneously model topics authors and publication venues so that the system accurately reflects the relationships within the academic community,Social Networks,clustering,age; ethnicity; gender; geography; sex,"clustering: age, ethnicity, gender, geography, sex",Não,
A24US5O1,as a university administrator i want to access expertise search services so that i can identify experts within specific research areas for collaboration or consultation,Health,classification; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | representation learning: age, ethnicity, gender, geography, sex",Não,
A24US6O1,as a scholar i want people association search capabilities so that i can discover potential collaborators and understand the connections within my field,Social Networks,clustering,age; ethnicity; gender; geography; sex,"clustering: age, ethnicity, gender, geography, sex",Não,
A24US7O1,as a system architect i want a unified tagging approach to extract researcher profiles so that the system can efficiently handle large scale data from diverse web sources,Information Systems,classification; data summarization; representation learning,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | data summarization: age, gender, geography, race, sex, skin tone | representation learning: age, gender, geography, race, sex, skin tone",Não,
A24US8O1,as a librarian i want the arnetminer system to integrate seamlessly with existing digital libraries so that users have unified access to comprehensive academic data,Library,anomaly detection; bias detection in language models; bias detection in word embeddings; classification; regression; representation learning; speech recognition,,anomaly detection: — | bias detection in language models: — | bias detection in word embeddings: — | classification: — | regression: — | representation learning: — | speech recognition: —,Não,
A24US9O1,as a user experience designer i want the architecture of the arnetminer system to support intuitive search services so that users can easily navigate and utilize the academic network,Information Systems,classification; data summarization; matching; ranking; representation learning; subset selection,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | data summarization: age, gender, geography, race, sex, skin tone | matching: age, gender, geography, race | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone | subset selection: age, gender, geography, race",Não,
A24US10O1,as a research evaluator i want empirical evaluations of the system s methods so that i can trust the accuracy and reliability of the academic network data provided,Information Systems,classification; ranking; representation learning,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone",Não,
A25US1Ge,as a customer on an online store i want to see personalized recommendations that reflect my unique interests even if i haven't explicitly rated many items,Library,clustering; matching,author,clustering: author | matching: —,Não,
A25US2Ge,as a developer of an e commerce platform i want a recommendation system that can scale efficiently with a large product catalog and customer base,Finance & Marketing,anomaly detection; clustering; data summarization; ranking,age; gender; race; sex; geography; activity,"anomaly detection: age, gender, race, sex | clustering: age, gender, geography, race, sex | data summarization: age, gender, geography, race, sex | ranking: activity, age, gender, geography, race, sex",Não,
A25US3Ge,as a data scientist i want a recommendation algorithm that can leverage various user data points beyond purchases and ratings such as viewed items and demographics,Finance & Marketing,anomaly detection; classification; representation learning,age; gender; race; sex; geography,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender | representation learning: age, gender, geography, race, sex",Não,
A25US4Ge,as a content creator on a platform like youtube i want to recommend relevant videos to viewers based on their watch history even if they haven't explicitly rated many videos,Movies,data summarization; ranking; representation learning,age; gender,"data summarization: age, gender | ranking: age, gender | representation learning: age, gender",Não,
A25US5Ge,as a music streaming service provider i want to recommend songs to users based on the music they've recently listened to even if they haven't built up a large listening history,Music,ranking,gender; geography,"ranking: gender, geography",Não,
A25US6Ge,as a researcher studying user behavior i want to understand how different recommendation algorithms compare in terms of accuracy scalability and user satisfaction,Information Systems,classification,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics",Não,
A25US7Ge,as a marketer i want to use a recommendation system that can personalize product suggestions in real time to increase conversion rates,Finance & Marketing,advertising; classification; pricing; representation learning; resource allocation,gender; geography; race; age; sex,"advertising: gender, geography, race | classification: age, geography, race, sex, gender | pricing: age, gender, geography | representation learning: age, gender, geography, race, sex | resource allocation: age, race, sex, geography",Não,
A25US8Ge,as a platform developer i want to integrate a scalable and efficient recommendation system into my platform to provide users with a more personalized and engaging experience,Social Networks,data summarization; graph augmentation; graph diffusion,age; gender; geography; sex; ethnicity,"data summarization: age, gender, geography, sex | graph augmentation: gender | graph diffusion: age, ethnicity, gender, geography",Não,
A25US9Ge,as a global citizen i want to see online platforms use technology responsibly to recommend products that are relevant to users' actual interests and needs avoiding intrusive or manipulative tactics,Social Media,bias detection in language models; ranking; sentiment analysis; speech recognition,gender; political leaning; race; religion; textual references to people and their demographics; age; geography,"bias detection in language models: gender, political leaning, race, religion, textual references to people and their demographics, age, geography | ranking: age, gender, geography, race | sentiment analysis: race | speech recognition: gender, geography",Não,
A25US10Ge,as a developer of recommendation systems i want to explore the potential of item to item collaborative filtering and compare it to other approaches like traditional collaborative filtering and search based methods,Social Networks,clustering; data summarization; graph augmentation; graph diffusion,age; ethnicity; gender; geography; sex,"clustering: age, ethnicity, gender, geography, sex | data summarization: age, gender, geography, sex | graph augmentation: gender | graph diffusion: age, ethnicity, gender, geography",Não,
A25US1Ll,as a customer i want to receive personalized recommendations on an e commerce website so that i can discover new products that match my interests,Finance & Marketing,classification; clustering,age; geography; race; sex; gender,"classification: age, geography, race, sex, gender | clustering: age, gender, geography, race, sex",Não,
A25US2Ll,as a developer i want to use a recommendation algorithm that can incorporate multiple attributes such as items viewed and demographic data to generate more accurate recommendations,Music,ranking,gender; geography,"ranking: gender, geography",Não,
A25US3Ll,as an online retailer i want to use recommendation algorithms to personalize the online store for each customer showing them relevant products based on their interests,Library,clustering; matching,author,clustering: author | matching: —,Não,
A25US4Ll,as a developer i want to compare the performance of different recommendation algorithms including traditional collaborative filtering cluster models and search based methods to determine the most effective approach,Information Systems,data summarization; matching; ranking,age; gender; geography; race; sex; skin tone; ethnic group; news provider; ownership; tour availability,"data summarization: age, gender, geography, race, sex, skin tone | matching: age, gender, geography, race | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability",Não,
A25US5Ll,as a researcher i want to develop an item to item collaborative filtering algorithm that can scale independently of the number of customers and items in the product catalog,Library,clustering,author,clustering: author,Não,
A25US6Ll,as a customer i want to receive recommendations in real time so that i can quickly discover new products that match my interests,Finance & Marketing,classification; clustering; representation learning,age; geography; race; sex; gender,"classification: age, geography, race, sex, gender | clustering: age, gender, geography, race, sex | representation learning: age, gender, geography, race, sex",Não,
A25US7Ll,as an online retailer i want to use a recommendation algorithm that can handle massive data sets so that i can provide personalized recommendations to a large customer base,Finance & Marketing,anomaly detection; classification; clustering; data summarization,age; gender; race; sex; geography,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender | clustering: age, gender, geography, race, sex | data summarization: age, gender, geography, race, sex",Não,
A25US8Ll,as a developer i want to evaluate the quality of recommendations generated by different algorithms so that i can choose the one that provides the most relevant and useful suggestions,Music,anomaly detection; classification; clustering; data summarization; districting; entity resolution; graph augmentation; matching; regression; representation learning; task assignment,gender; geography,"anomaly detection: gender | classification: geography, gender | clustering: gender, geography | data summarization: gender, geography | districting: — | entity resolution: geography | graph augmentation: gender | matching: gender, geography | regression: gender, geography | representation learning: gender, geography | task assignment: geography",Não,
A25US9Ll,as a customer i want to be able to interact with a personalized online store that changes based on my interests and preferences,Music,ranking,gender; geography,"ranking: gender, geography",Não,
A25US10Ll,as an online retailer i want to use recommendation algorithms to increase customer engagement and loyalty by providing a more personalized and relevant shopping experience,Finance & Marketing,anomaly detection; clustering; data summarization; pricing; ranking; representation learning,age; gender; race; sex; geography; activity,"anomaly detection: age, gender, race, sex | clustering: age, gender, geography, race, sex | data summarization: age, gender, geography, race, sex | pricing: age, gender, geography | ranking: activity, age, gender, geography, race, sex | representation learning: age, gender, geography, race, sex",Não,
A25US1O1,as a customer i want personalized product recommendations based on my browsing and purchasing history so that i can easily find items that match my interests and needs,Finance & Marketing,anomaly detection; classification; clustering; data summarization; representation learning,age; gender; race; sex; geography,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender | clustering: age, gender, geography, race, sex | data summarization: age, gender, geography, race, sex | representation learning: age, gender, geography, race, sex",Não,
A25US2O1,as a data scientist i want to implement the item to item collaborative filtering algorithm so that i can generate high quality recommendations that scale efficiently with large datasets,Information Systems,classification,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics",Não,
A25US3O1,as a software engineer i want the recommendation system to perform real time computations so that customers receive up to date suggestions instantly as they interact with the website,Information Systems,classification; data summarization; matching; representation learning,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | data summarization: age, gender, geography, race, sex, skin tone | matching: age, gender, geography, race | representation learning: age, gender, geography, race, sex, skin tone",Não,
A25US4O1,as a product manager i want to compare different recommendation algorithms including traditional collaborative filtering and cluster models so that i can select the most effective approach for our e commerce platform,Social Media,anomaly detection; clustering; data summarization; entity resolution; graph mining,age; gender; race; geography; textual references to people and their demographics,"anomaly detection: age, gender, race | clustering: age, gender, geography, race, textual references to people and their demographics | data summarization: age, gender, geography, race | entity resolution: geography | graph mining: age, gender, geography",Não,
A25US5O1,as a system architect i want to design a scalable recommendation infrastructure that operates independently of the number of users and items so that the system remains efficient as our product catalog and user base grow,Information Systems,data summarization; matching; ranking; representation learning,age; gender; geography; race; sex; skin tone; ethnic group; news provider; ownership; tour availability,"data summarization: age, gender, geography, race, sex, skin tone | matching: age, gender, geography, race | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone",Não,
A25US6O1,as a marketing specialist i want to leverage personalized recommendations to increase customer engagement and sales so that we can enhance the shopping experience and drive revenue growth,Finance & Marketing,advertising; anomaly detection; classification; clustering; data summarization; pricing; representation learning,gender; geography; race; age; sex,"advertising: gender, geography, race | anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender | clustering: age, gender, geography, race, sex | data summarization: age, gender, geography, race, sex | pricing: age, gender, geography | representation learning: age, gender, geography, race, sex",Não,
A25US7O1,as an e commerce manager i want to analyze the performance of the item to item collaborative filtering algorithm so that i can ensure it consistently delivers relevant and accurate product suggestions to our customers,Finance & Marketing,anomaly detection; classification,age; gender; race; sex; geography,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender",Não,
A25US8O1,as a ux designer i want to integrate seamless recommendation features into the online store interface so that customers can effortlessly discover new products without feeling overwhelmed,Music,ranking,gender; geography,"ranking: gender, geography",Não,
A25US9O1,as a business analyst i want to track the effectiveness of various recommendation methods so that i can provide insights into which strategies yield the highest conversion rates and customer satisfaction,Finance & Marketing,anomaly detection; classification; ranking,age; gender; race; sex; geography; activity,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender | ranking: activity, age, gender, geography, race, sex",Não,
A25US10O1,as a developer i want to optimize the recommendation algorithm for massive data sets so that our platform can handle increasing amounts of user interactions and product listings without performance degradation,Information Systems,classification; data summarization; representation learning,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | data summarization: age, gender, geography, race, sex, skin tone | representation learning: age, gender, geography, race, sex, skin tone",Não,
A26US1Ge,as a customer on an online shopping platform i want to understand why a product is being recommended to me so i can make informed purchase decisions,Finance & Marketing,anomaly detection; classification; clustering; pricing; ranking; representation learning; resource allocation,age; gender; race; sex; geography; activity,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender | clustering: age, gender, geography, race, sex | pricing: age, gender, geography | ranking: activity, age, gender, geography, race, sex | representation learning: age, gender, geography, race, sex | resource allocation: age, race, sex, geography",Não,
A26US2Ge,as a content creator on a platform like youtube i want to provide users with explanations for why their videos are being recommended to them helping them discover new content and creators,Social Media,bias detection in language models; bias detection in word embeddings; classification; ranking; sentiment analysis; speech recognition,gender; political leaning; race; religion; textual references to people and their demographics; age; geography; disability; race/ethnicity; sexual orientation,"bias detection in language models: gender, political leaning, race, religion, textual references to people and their demographics, age, geography | bias detection in word embeddings: race, gender, textual references to people and their demographics | classification: age, geography, race, disability, gender, textual references to people and their demographics, race/ethnicity, religion, sexual orientation | ranking: age, gender, geography, race | sentiment analysis: race | speech recognition: gender, geography",Não,
A26US3Ge,as a developer of a recommender system i want to provide users with transparent and personalized justifications for recommendations building trust and user satisfaction,Information Systems,classification; matching; ranking; representation learning; subset selection,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | matching: age, gender, geography, race | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone | subset selection: age, gender, geography, race",Não,
A26US4Ge,as a researcher studying user behavior i want to understand how users interpret and utilize justifications for recommendations in their decision making process,Psychology,anomaly detection; bias detection in language models; bias detection in word embeddings; clustering; data summarization; entity resolution; representation learning; resource allocation; sentiment analysis; task assignment,age; gender; ethnicity; geography,"anomaly detection: age, gender | bias detection in language models: gender, age, ethnicity, geography | bias detection in word embeddings: gender | clustering: age, ethnicity, gender, geography | data summarization: age, gender, geography | entity resolution: geography | representation learning: age, ethnicity, gender, geography | resource allocation: age, geography | sentiment analysis: — | task assignment: age, geography",Não,
A26US5Ge,as a marketer i want to use personalized justifications to improve the effectiveness of my recommendations and increase conversion rates,Finance & Marketing,classification; representation learning; resource allocation,age; geography; race; sex; gender,"classification: age, geography, race, sex, gender | representation learning: age, gender, geography, race, sex | resource allocation: age, race, sex, geography",Não,
A26US6Ge,as a data scientist i want to explore new methods for generating diverse and informative justifications that are tailored to individual users and their preferences,Information Systems,classification; data summarization; ranking; representation learning; subset selection,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | data summarization: age, gender, geography, race, sex, skin tone | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone | subset selection: age, gender, geography, race",Não,
A26US7Ge,as a platform developer i want to integrate personalized justification models into my platform to provide users with a more explainable and engaging experience,Social Networks,clustering; data summarization; graph augmentation; graph diffusion,age; ethnicity; gender; geography; sex,"clustering: age, ethnicity, gender, geography, sex | data summarization: age, gender, geography, sex | graph augmentation: gender | graph diffusion: age, ethnicity, gender, geography",Não,
A26US8Ge,as a content creator on a social media platform i want to use justifications to explain why i recommend certain content to my followers fostering transparency and engagement,Social Media,bias detection in language models; bias detection in word embeddings; classification; ranking; sentiment analysis; speech recognition,gender; political leaning; race; religion; textual references to people and their demographics; age; geography; disability; race/ethnicity; sexual orientation,"bias detection in language models: gender, political leaning, race, religion, textual references to people and their demographics, age, geography | bias detection in word embeddings: race, gender, textual references to people and their demographics | classification: age, geography, race, disability, gender, textual references to people and their demographics, race/ethnicity, religion, sexual orientation | ranking: age, gender, geography, race | sentiment analysis: race | speech recognition: gender, geography",Não,
A26US9Ge,as a consumer of online information i want to be able to critically evaluate recommendations and justifications making informed choices about the content i consume,Library,matching,,matching: —,Não,
A26US10Ge,as a global citizen i want to see online platforms use technology responsibly to provide users with transparent and personalized justifications for recommendations promoting trust and responsible consumption,Health,classification,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender",Não,
A26US1Ll,as a customer i want to understand why a recommended product might match my interests so i want to see relevant and convincing justifications for the recommendation,Finance & Marketing,classification; clustering; data summarization; ranking; representation learning; resource allocation,age; geography; race; sex; gender; activity,"classification: age, geography, race, sex, gender | clustering: age, gender, geography, race, sex | data summarization: age, gender, geography, race, sex | ranking: activity, age, gender, geography, race, sex | representation learning: age, gender, geography, race, sex | resource allocation: age, race, sex, geography",Não,
A26US2Ll,as a researcher i want to develop new methods and datasets for generating high quality review justifications that are relevant to users' decision making processes,Information Systems,classification,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics",Não,
A26US3Ll,as a developer i want to create a system that can extract relevant review segments that justify users' intentions so that i can use them to train models for generating personalized recommendation justifications,Information Systems,classification; ranking; representation learning,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone",Não,
A26US4Ll,as a data scientist i want to construct large scale personalized recommendation justification datasets using distant labeling of massive review corpora so that i can train models that can generate diverse and convincing justifications,Biology,classification,,classification: —,Não,
A26US5Ll,as a customer i want to see justifications for recommended products that cover different aspects of the product so that i can make a more informed decision,Finance & Marketing,anomaly detection; classification; clustering; pricing; representation learning; resource allocation,age; gender; race; sex; geography,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender | clustering: age, gender, geography, race, sex | pricing: age, gender, geography | representation learning: age, gender, geography, race, sex | resource allocation: age, race, sex, geography",Não,
A26US6Ll,as a developer i want to design a reference based seq2seq model with aspect planning that can generate justifications covering different aspects of a product so that customers can see multiple perspectives,Information Systems,classification; matching; ranking; representation learning,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | matching: age, gender, geography, race | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone",Não,
A26US7Ll,as a customer i want to see diverse justifications for recommended products so that i can get a more comprehensive understanding of the product's benefits and features,Finance & Marketing,anomaly detection; classification; clustering; ranking; representation learning,age; gender; race; sex; geography; activity,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender | clustering: age, gender, geography, race, sex | ranking: activity, age, gender, geography, race, sex | representation learning: age, gender, geography, race, sex",Não,
A26US8Ll,as a developer i want to design an aspect conditional masked language model that can generate diverse justifications based on templates extracted from justification histories so that customers can see multiple examples of how the product can be used,Information Systems,classification; representation learning,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | representation learning: age, gender, geography, race, sex, skin tone",Não,
A26US9Ll,as a researcher i want to conduct experiments on real world datasets to evaluate the effectiveness of my models in generating convincing and diverse justifications,Psychology,classification,age; geography; ethnicity; gender,"classification: age, geography, ethnicity, gender",Não,
A26US10Ll,as an online retailer i want to provide customers with personalized recommendation justifications that are relevant to their interests and decision making processes so that i can increase customer satisfaction and loyalty,Finance & Marketing,anomaly detection; classification; clustering; representation learning,age; gender; race; sex; geography,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender | clustering: age, gender, geography, race, sex | representation learning: age, gender, geography, race, sex",Não,
A26US1O1,as a e commerce customer i want personalized justifications for product recommendations so that i can understand why certain items match my interests and make informed purchasing decisions,Finance & Marketing,classification; clustering; representation learning,age; geography; race; sex; gender,"classification: age, geography, race, sex, gender | clustering: age, gender, geography, race, sex | representation learning: age, gender, geography, race, sex",Não,
A26US2O1,as a recommendation system developer i want to implement extractive methods to identify relevant review segments so that the system can generate accurate and meaningful justifications for recommendations,Information Systems,classification; data summarization; matching; ranking; representation learning; subset selection,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | data summarization: age, gender, geography, race, sex, skin tone | matching: age, gender, geography, race | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone | subset selection: age, gender, geography, race",Não,
A26US3O1,as a data scientist i want to construct large scale personalized recommendation justification datasets so that i can train models that provide tailored explanations to users,Information Systems,classification; ranking; representation learning,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone",Não,
A26US4O1,as a ux designer i want recommendation justifications to cover different aspects of products so that users receive comprehensive and varied explanations that enhance their browsing experience,Library,clustering; matching,author,clustering: author | matching: —,Não,
A26US5O1,as a product manager i want to leverage personalized generation models to create diverse justifications so that our recommendation system stands out by offering convincing and varied explanations to users,Information Systems,classification; data summarization; representation learning,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | data summarization: age, gender, geography, race, sex, skin tone | representation learning: age, gender, geography, race, sex, skin tone",Não,
A26US6O1,as a machine learning engineer i want to develop a reference based seq2seq model with aspect planning so that the system can generate justifications that address multiple facets of user preferences,Information Systems,classification; representation learning,age; geography; race; sex; gender; skin tone; textual references to people and their demographics,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | representation learning: age, gender, geography, race, sex, skin tone",Não,
A26US7O1,as a content strategist i want aspect conditional masked language models to generate explanations based on historical justification templates so that the justifications remain relevant and contextually appropriate for each user,Information Systems,classification; matching; ranking; representation learning,age; geography; race; sex; gender; skin tone; textual references to people and their demographics; ethnic group; news provider; ownership; tour availability,"classification: age, geography, race, sex, gender, skin tone, textual references to people and their demographics | matching: age, gender, geography, race | ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | representation learning: age, gender, geography, race, sex, skin tone",Não,
