id,User Story,refair_domain,refair_ml_tasks,refair_features,refair_features_por_task,ml_task_vazio,erro
A23US6Ll,"As a user, I want to know if search engines prioritize results that favor their company's products so that I can be aware of potential conflicts of interest.",Transportation,,,,Sim,
A23US7Ll,"As a developer, I want to apply the PAWS platform to analyze news search results on Google and Bing so that I can identify any biases or preferences.",Medicine,,,,Sim,
A23US8Ll,"As a researcher, I want to understand how search engines rank content with advertisements so that I can study their impact on user behavior.",Medicine,,,,Sim,
A23US9Ll,"As a web developer, I want to ensure the PAWS platform can identify and minimize biases in search engine rankings so that users can access more balanced information.",Literature,,,,Sim,
A23US10Ll,"As a researcher, I want to collaborate with other experts to refine the PAWS platform and advance the understanding of search engine biases and content emphasis.",Medicine,,,,Sim,
A23US1O1,"As a web user, I want to understand how different search engines prioritize content, so that I can make informed decisions about which results to trust and explore.Transparency",Literature,clustering,author; gender; textual references to people and their demographics,"clustering: author, gender, textual references to people and their demographics",Não,
A23US2O1,"As a transparency advocate, I want to use the PAWS platform to analyze search engine biases, so that I can promote fair and unbiased access to web information.",Biology,classification,,classification: —,Não,
A23US3O1,"As a data scientist, I want to leverage PAWS to measure content emphasis across search engines, so that I can study the correlation between search rankings and content features.",Sport,,,,Sim,
A23US4O1,"As a journalist, I want to identify if search engines favor certain news sites or viewpoints, so that I can report on potential biases in information dissemination.",News,,,,Sim,
A23US5O1,"As a search engine developer, I want to utilize insights from PAWS, so that I can improve our ranking algorithms to ensure balanced and fair search results.",Literature,,,,Sim,
A23US6O1,"As a policy maker, I want to understand the influence of search engine rankings on public opinion, so that I can develop regulations that promote transparency and fairness.",Finance & Marketing,,,,Sim,
A23US7O1,"As a marketing analyst, I want to determine if search engines prioritize pages with our advertisements, so that I can optimize our advertising strategies accordingly.",Finance & Marketing,data summarization,age; gender; geography; race; sex,"data summarization: age, gender, geography, race, sex",Não,
A23US8O1,"As an academic researcher, I want to apply PAWS to various search engines, so that I can conduct comprehensive studies on search engine behavior and content emphasis.",Education,data summarization,age; caste; gender; geography; race; sex,"data summarization: age, caste, gender, geography, race, sex",Não,
A23US9O1,"As a competitor in the search engine market, I want to analyze how our ranking algorithms compare to others using PAWS, so that I can identify areas for improvement and differentiation.",Biology,,,,Sim,
A23US10O1,"As a privacy- conscious user, I want to be informed when search engines favor certain points of view or advertisements, so that I can seek a more balanced perspective in my searches.",Biology,,,,Sim,
A24US1Ge,"As a researcher, I want to easily discover other researchers with expertise in my field, allowing me to connect and collaborate on projects.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A24US2Ge,"As a research administrator, I want to efficiently identify potential reviewers for manuscripts based on their expertise and publication history.",Information Systems,data summarization,age; gender; geography; race; sex; skin tone,"data summarization: age, gender, geography, race, sex, skin tone",Não,
A24US3Ge,"As a librarian, I want to provide my users with a powerful tool to explore the academic landscape and discover new research areas.",Library,clustering; matching,author,clustering: author | matching: —,Não,
A24US4Ge,"As a student, I want to easily find relevant publications and researchers for my research projects and assignments.",News,bias detection in word embeddings; clustering,textual references to people and their demographics; author; geography,"bias detection in word embeddings: textual references to people and their demographics | clustering: author, geography, textual references to people and their demographics",Não,
A24US5Ge,"As a university administrator, I want to gain insights into the research strengths and collaborations within my institution.",Movies,data summarization; ranking,age; gender,"data summarization: age, gender | ranking: age, gender",Não,
A24US6Ge,"As a research funder, I want to identify promising research areas and researchers for potential funding opportunities.",Movies,,,,Sim,
A24US7Ge,"As a data scientist, I want to explore the potential of ArnetMiner's data and network analysis for further research and development.",Health,representation learning,age; ethnicity; gender; geography; sex,"representation learning: age, ethnicity, gender, geography, sex",Não,
A24US8Ge,"As a developer of academic search engines, I want to integrate ArnetMiner's features and data to provide a more comprehensive and informative search experience.",Biology,,,,Sim,
A24US9Ge,"As a publisher, I want to leverage ArnetMiner's network analysis to understand the reach and impact of published research.",Music,,,,Sim,
A24US10Ge,"As a policymaker, I want to use ArnetMiner's insights to inform policies and initiatives that support research collaboration and innovation.",Finance & Marketing,classification; classification; representation learning,age; geography; race; sex; gender,"classification: age, geography, race, sex, gender | representation learning: age, gender, geography, race, sex",Não,
A24US1Ll,"As a researcher, I want to be able to search for other researchers with similar expertise and interests, so that I can collaborate with them and expand my professional network.",Health,representation learning,age; ethnicity; gender; geography; sex,"representation learning: age, ethnicity, gender, geography, sex",Não,
A24US2Ll,"As a developer, I want to design a system that can automatically extract researcher profiles from the Web, so that I can build a comprehensive database of academic researchers.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A24US3Ll,"As a librarian, I want to integrate publication data from existing digital libraries into a unified academic social network, so that I can provide a single platform for researchers to access and share information.",Library,,,,Sim,
A24US4Ll,"As a data scientist, I want to develop a probabilistic framework to deal with the name ambiguity problem in academic networks, so that I can accurately match researchers with their publications.",Health,classification; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | representation learning: age, ethnicity, gender, geography, sex",Não,
A24US5Ll,"As a researcher, I want to be able to search for people with specific expertise or areas of interest, so that I can identify potential collaborators or mentors.",Health,representation learning,age; ethnicity; gender; geography; sex,"representation learning: age, ethnicity, gender, geography, sex",Não,
A24US6Ll,"As a developer, I want to design a unified modeling approach to simultaneously model topical aspects of papers, authors, and publication venues, so that I can provide a comprehensive view of the academic network.",Biology,classification; graph mining,,classification: — | graph mining: —,Não,
A24US7Ll,"As a researcher, I want to be able to visualize the academic network and identify patterns and relationships between researchers, publications, and venues, so that I can gain insights into the field.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A24US8Ll,"As a system administrator, I want to ensure that the system can handle a large volume of data and scale to accommodate a growing number of users, so that I can provide a reliable and efficient service.",Law,,,,Sim,
A24US9Ll,"As a researcher, I want to be able to search for research papers and publications based on specific keywords or topics, so that I can stay up-to-date with the latest research in my field.",Health,,,,Sim,
A24US10Ll,"As a developer, I want to evaluate the performance of the ArnetMiner system using empirical methods, so that I can identify areas for improvement and refine the system to better meet the needs of users.",Biology,,,,Sim,
A24US1O1,"As a researcher, I want automated extraction of my profile from the Web, so that my academic information is accurately represented in the ArnetMiner system.",Biology,classification; graph mining,,classification: — | graph mining: —,Não,
A24US2O1,"As a digital library manager, I want to integrate publication data into the academic network, so that the system provides a comprehensive view of research outputs.",Computer Networks,,,,Sim,
A24US3O1,"As a data scientist, I want a probabilistic framework to resolve name ambiguities, so that researcher profiles are accurately matched to their publications.",Health,classification,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender",Não,
A24US4O1,"As an academic network modeler, I want to simultaneously model topics, authors, and publication venues, so that the system accurately reflects the relationships within the academic community.",Education,classification; representation learning,age; geography; race; sex; ethnicity; family wealth; gender; financial status,"classification: age, geography, race, sex, ethnicity, family wealth, gender | representation learning: age, ethnicity, financial status, gender, geography, race, sex",Não,
A24US5O1,"As a university administrator, I want to access expertise search services, so that I can identify experts within specific research areas for collaboration or consultation.",Movies,representation learning,age; gender,"representation learning: age, gender",Não,
A24US6O1,"As a scholar, I want people association search capabilities, so that I can discover potential collaborators and understand the connections within my field.",Music,,,,Sim,
A24US7O1,"As a system architect, I want a unified tagging approach to extract researcher profiles, so that the system can efficiently handle large-scale data from diverse Web sources.",Law,classification; classification; ranking; regression; representation learning; resource allocation; spatio-temporal process learning; task assignment,age; geography; race; sex; ethnicity; gender,"classification: age, geography, race, sex, ethnicity, gender | ranking: age, gender, geography, race, sex | regression: age, ethnicity, gender, geography, race, sex | representation learning: age, ethnicity, gender, geography, race, sex | resource allocation: age, race, sex, geography | spatio-temporal process learning: age, geography, race | task assignment: age, geography, sex",Não,
A24US8O1,"As a librarian, I want the ArnetMiner system to integrate seamlessly with existing digital libraries, so that users have unified access to comprehensive academic data.",Library,,,,Sim,
A24US9O1,"As a user experience designer, I want the architecture of the ArnetMiner system to support intuitive search services, so that users can easily navigate and utilize the academic network.",Transportation,graph augmentation; matching; pricing; regression,race; geography,"graph augmentation: race | matching: geography, race | pricing: geography | regression: geography, race",Não,
A24US10O1,"As a research evaluator, I want empirical evaluations of the system’s methods, so that I can trust the accuracy and reliability of the academic network data provided.",Biology,,,,Sim,
A25US1Ge,"As a customer on an online store, I want to see personalized recommendations that reflect my unique interests, even if I haven't explicitly rated many items.",Biology,classification,,classification: —,Não,
A25US2Ge,"As a developer of an e-commerce platform, I want a recommendation system that can scale efficiently with a large product catalog and customer base.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A25US3Ge,"As a data scientist, I want a recommendation algorithm that can leverage various user data points beyond purchases and ratings, such as viewed items and demographics.",Health,,,,Sim,
A25US4Ge,"As a content creator on a platform like YouTube, I want to recommend relevant videos to viewers based on their watch history, even if they haven't explicitly rated many videos.",Biology,classification,,classification: —,Não,
A25US5Ge,"As a music streaming service provider, I want to recommend songs to users based on the music they've recently listened to, even if they haven't built up a large listening history.",Music,,,,Sim,
A25US6Ge,"As a researcher studying user behavior, I want to understand how different recommendation algorithms compare in terms of accuracy, scalability, and user satisfaction.",Health,graph diffusion; representation learning,age; ethnicity; gender; geography; sex,"graph diffusion: age, ethnicity, gender, geography | representation learning: age, ethnicity, gender, geography, sex",Não,
A25US7Ge,"As a marketer, I want to use a recommendation system that can personalize product suggestions in real- time to increase conversion rates.",Finance & Marketing,data summarization,age; gender; geography; race; sex,"data summarization: age, gender, geography, race, sex",Não,
A25US8Ge,"As a platform developer, I want to integrate a scalable and efficient recommendation system into my platform to provide users with a more personalized and engaging experience.",Literature,,,,Sim,
A25US9Ge,"As a global citizen, I want to see online platforms use technology responsibly to recommend products that are relevant to users' actual interests and needs, avoiding intrusive or manipulative tactics.",Biology,,,,Sim,
A25US10Ge,"As a developer of recommendation systems, I want to explore the potential of item-to- item collaborative filtering and compare it to other approaches like traditional collaborative filtering and search- based methods.",Biology,,,,Sim,
A25US1Ll,"As a customer, I want to receive personalized recommendations on an e-commerce website so that I can discover new products that match my interests.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A25US2Ll,"As a developer, I want to use a recommendation algorithm that can incorporate multiple attributes, such as items viewed and demographic data, to generate more accurate recommendations.",Movies,data summarization; ranking; representation learning,age; gender,"data summarization: age, gender | ranking: age, gender | representation learning: age, gender",Não,
A25US3Ll,"As an online retailer, I want to use recommendation algorithms to personalize the online store for each customer, showing them relevant products based on their interests.",Education,representation learning,age; ethnicity; financial status; gender; geography; race; sex,"representation learning: age, ethnicity, financial status, gender, geography, race, sex",Não,
A25US4Ll,"As a developer, I want to compare the performance of different recommendation algorithms, including traditional collaborative filtering, cluster models, and search-based methods, to determine the most effective approach.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A25US5Ll,"As a researcher, I want to develop an item-to-item collaborative filtering algorithm that can scale independently of the number of customers and items in the product catalog.",Biology,,,,Sim,
A25US6Ll,"As a customer, I want to receive recommendations in real-time, so that I can quickly discover new products that match my interests.",Medicine,,,,Sim,
A25US7Ll,"As an online retailer, I want to use a recommendation algorithm that can handle massive data sets, so that I can provide personalized recommendations to a large customer base.",Education,classification,age; geography; race; sex; ethnicity; family wealth; gender,"classification: age, geography, race, sex, ethnicity, family wealth, gender",Não,
A25US8Ll,"As a developer, I want to evaluate the quality of recommendations generated by different algorithms, so that I can choose the one that provides the most relevant and useful suggestions.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A25US9Ll,"As a customer, I want to be able to interact with a personalized online store that changes based on my interests and preferences.",Medicine,,,,Sim,
A25US10Ll,"As an online retailer, I want to use recommendation algorithms to increase customer engagement and loyalty, by providing a more personalized and relevant shopping experience.",Education,,,,Sim,
A25US1O1,"As a customer, I want personalized product recommendations based on my browsing and purchasing history, so that I can easily find items that match my interests and needs.",Biology,,,,Sim,
A25US2O1,"As a data scientist, I want to implement the item-to-item collaborative filtering algorithm, so that I can generate high- quality recommendations that scale efficiently with large datasets.",Biology,classification,,classification: —,Não,
A25US3O1,"As a software engineer, I want the recommendation system to perform real-time computations, so that customers receive up-to-date suggestions instantly as they interact with the website.",Literature,,,,Sim,
A25US4O1,"As a product manager, I want to compare different recommendation algorithms, including traditional collaborative filtering and cluster models, so that I can select the most effective approach for our e-commerce platform.",Literature,ranking,gender,ranking: gender,Não,
A25US5O1,"As a system architect, I want to design a scalable recommendation infrastructure that operates independently of the number of users and items, so that the system remains efficient as our product catalog and user base grow.",Law,classification; classification; ranking; regression; representation learning; resource allocation; spatio-temporal process learning; task assignment,age; geography; race; sex; ethnicity; gender,"classification: age, geography, race, sex, ethnicity, gender | ranking: age, gender, geography, race, sex | regression: age, ethnicity, gender, geography, race, sex | representation learning: age, ethnicity, gender, geography, race, sex | resource allocation: age, race, sex, geography | spatio-temporal process learning: age, geography, race | task assignment: age, geography, sex",Não,
A25US6O1,"As a marketing specialist, I want to leverage personalized recommendations to increase customer engagement and sales, so that we can enhance the shopping experience and drive revenue growth.",Finance & Marketing,anomaly detection,age; gender; race; sex,"anomaly detection: age, gender, race, sex",Não,
A25US7O1,"As an e-commerce manager, I want to analyze the performance of the item-to-item collaborative filtering algorithm, so that I can ensure it consistently delivers relevant and accurate product suggestions to our customers.",Information Systems,,,,Sim,
A25US8O1,"As a UX designer, I want to integrate seamless recommendation features into the online store interface, so that customers can effortlessly discover new products without feeling overwhelmed.",Movies,,,,Sim,
A25US9O1,"As a business analyst, I want to track the effectiveness of various recommendation methods, so that I can provide insights into which strategies yield the highest conversion rates and customer satisfaction.",Biology,,,,Sim,
A25US10O1,"As a developer, I want to optimize the recommendation algorithm for massive data sets, so that our platform can handle increasing amounts of user interactions and product listings without performance degradation.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A26US1Ge,"As a customer on an online shopping platform, I want to understand why a product is being recommended to me, so I can make informed purchase decisions.",Biology,classification,,classification: —,Não,
A26US2Ge,"As a content creator on a platform like YouTube, I want to provide users with explanations for why their videos are being recommended to them, helping them discover new content and creators.",Biology,,,,Sim,
A26US3Ge,"As a developer of a recommender system, I want to provide users with transparent and personalized justifications for recommendations, building trust and user satisfaction.",Finance & Marketing,ranking,activity; age; gender; geography; race; sex,"ranking: activity, age, gender, geography, race, sex",Não,
A26US4Ge,"As a researcher studying user behavior, I want to understand how users interpret and utilize justifications for recommendations in their decision- making process.",Health,classification,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender",Não,
A26US5Ge,"As a marketer, I want to use personalized justifications to improve the effectiveness of my recommendations and increase conversion rates.",Finance & Marketing,anomaly detection; clustering; data summarization; ranking; representation learning,age; gender; race; sex; geography; activity,"anomaly detection: age, gender, race, sex | clustering: age, gender, geography, race, sex | data summarization: age, gender, geography, race, sex | ranking: activity, age, gender, geography, race, sex | representation learning: age, gender, geography, race, sex",Não,
A26US6Ge,"As a data scientist, I want to explore new methods for generating diverse and informative justifications that are tailored to individual users and their preferences.",Health,,,,Sim,
A26US7Ge,"As a platform developer, I want to integrate personalized justification models into my platform to provide users with a more explainable and engaging experience.",Literature,ranking,gender,ranking: gender,Não,
A26US8Ge,"As a content creator on a social media platform, I want to use justifications to explain why I recommend certain content to my followers, fostering transparency and engagement.",Biology,,,,Sim,
A26US9Ge,"As a consumer of online information, I want to be able to critically evaluate recommendations and justifications, making informed choices about the content I consume.",Finance & Marketing,anomaly detection; classification; classification; clustering,age; gender; race; sex; geography,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender | clustering: age, gender, geography, race, sex",Não,
A26US10Ge,"As a global citizen, I want to see online platforms use technology responsibly to provide users with transparent and personalized justifications for recommendations, promoting trust and responsible consumption.",Law,classification; classification; clustering; ranking; regression; representation learning; resource allocation; spatio-temporal process learning; subset selection; subset selection; task assignment,age; geography; race; sex; ethnicity; gender,"classification: age, geography, race, sex, ethnicity, gender | clustering: age, ethnicity, gender, geography, race, sex | ranking: age, gender, geography, race, sex | regression: age, ethnicity, gender, geography, race, sex | representation learning: age, ethnicity, gender, geography, race, sex | resource allocation: age, race, sex, geography | spatio-temporal process learning: age, geography, race | subset selection: age, ethnicity, gender, geography, race | task assignment: age, geography, sex",Não,
A26US1Ll,"As a customer, I want to understand why a recommended product might match my interests, so I want to see relevant and convincing justifications for the recommendation.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A26US2Ll,"As a researcher, I want to develop new methods and datasets for generating high- quality review justifications that are relevant to users' decision- making processes.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A26US3Ll,"As a developer, I want to create a system that can extract relevant review segments that justify users' intentions, so that I can use them to train models for generating personalized recommendation justifications.",Biology,classification,,classification: —,Não,
A26US4Ll,"As a data scientist, I want to construct large-scale personalized recommendation justification datasets using distant labeling of massive review corpora, so that I can train models that can generate diverse and convincing justifications.",Biology,graph mining,,graph mining: —,Não,
A26US5Ll,"As a customer, I want to see justifications for recommended products that cover different aspects of the product, so that I can make a more informed decision.",Medicine,,,,Sim,
A26US6Ll,"As a developer, I want to design a reference-based Seq2Seq model with aspect- planning that can generate justifications covering different aspects of a product, so that customers can see multiple perspectives.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A26US7Ll,"As a customer, I want to see diverse justifications for recommended products, so that I can get a more comprehensive understanding of the product's benefits and features.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A26US8Ll,"As a developer, I want to design an aspect-conditional masked language model that can generate diverse justifications based on templates extracted from justification histories, so that customers can see multiple examples of how the product can be used.",Biology,graph mining,,graph mining: —,Não,
A26US9Ll,"As a researcher, I want to conduct experiments on real-world datasets to evaluate the effectiveness of my models in generating convincing and diverse justifications.",Health,,,,Sim,
A26US10Ll,"As an online retailer, I want to provide customers with personalized recommendation justifications that are relevant to their interests and decision-making processes, so that I can increase customer satisfaction and loyalty.",Education,classification,age; geography; race; sex; ethnicity; family wealth; gender,"classification: age, geography, race, sex, ethnicity, family wealth, gender",Não,
A26US1O1,"As a e-commerce customer, I want personalized justifications for product recommendations, so that I can understand why certain items match my interests and make informed purchasing decisions.",Movies,representation learning,age; gender,"representation learning: age, gender",Não,
A26US2O1,"As a recommendation system developer, I want to implement extractive methods to identify relevant review segments, so that the system can generate accurate and meaningful justifications for recommendations.",Computer Networks,,,,Sim,
A26US3O1,"As a data scientist, I want to construct large-scale personalized recommendation justification datasets, so that I can train models that provide tailored explanations to users.",Health,classification; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A26US4O1,"As a UX designer, I want recommendation justifications to cover different aspects of products, so that users receive comprehensive and varied explanations that enhance their browsing experience.",Movies,data summarization,age; gender,"data summarization: age, gender",Não,
A26US5O1,"As a product manager, I want to leverage personalized generation models to create diverse justifications, so that our recommendation system stands out by offering convincing and varied explanations to users.",Literature,,,,Sim,
A26US6O1,"As a machine learning engineer, I want to develop a reference-based Seq2Seq model with aspect- planning, so that the system can generate justifications that address multiple facets of user preferences.",Computer Networks,,,,Sim,
A26US7O1,"As a content strategist, I want aspect-conditional masked language models to generate explanations based on historical justification templates, so that the justifications remain relevant and contextually appropriate for each user.",Biology,classification,,classification: —,Não,
A26US8O1,"As a quality assurance specialist, I want to evaluate the and diversity of generated justifications, so that I can ensure the explanations effectively support users' decision- making processes.",Biology,classification; graph mining,,classification: — | graph mining: —,Não,
A26US9O1,"As a research scientist, I want to experiment with new datasets and generation methods for recommendation justifications, so that I can advance the field of explainable AI and improve user trust in recommendation systems.",Biology,classification,,classification: —,Não,
A26US10O1,"As an academic researcher, I want to analyze the performance of personalized generation models on real-world datasets, so that I can validate their effectiveness in producing convincing and diverse justifications for recommendations.",Education,classification,age; geography; race; sex; ethnicity; family wealth; gender,"classification: age, geography, race, sex, ethnicity, family wealth, gender",Não,
A27US1Ge,"As a customer browsing a small online store, I want to see product recommendations that are relevant to my current interests, even if I haven't interacted with the store for a long time.",Biology,,,,Sim,
A27US2Ge,"As a developer of a recommender system for a website with limited user data, I want a solution that can accurately recommend items based on users' current browsing behavior within the session.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A27US3Ge,"As a content creator on a platform like YouTube, I want to recommend relevant videos to viewers based on their current watch history, even if they haven't watched many videos on the platform.",Biology,,,,Sim,
A27US4Ge,"As a music streaming service provider, I want to recommend songs to users based on the music they've recently listened to, even if they haven't built up a large listening history.",Music,,,,Sim,
A27US5Ge,"As a news aggregator app developer, I want to recommend relevant news articles to users based on the articles they've read in the current session, even if they haven't set up a personalized profile.",News,bias detection in word embeddings,textual references to people and their demographics,bias detection in word embeddings: textual references to people and their demographics,Não,
A27US6Ge,"As a researcher studying user behavior, I want to understand how users' current browsing patterns and past interactions within a session influence their future preferences.",Health,representation learning,age; ethnicity; gender; geography; sex,"representation learning: age, ethnicity, gender, geography, sex",Não,
A27US7Ge,"As a marketer, I want to use session-based recommendations to personalize product suggestions and increase conversion rates on my website.",Finance & Marketing,anomaly detection; clustering; data summarization; ranking; representation learning,age; gender; race; sex; geography; activity,"anomaly detection: age, gender, race, sex | clustering: age, gender, geography, race, sex | data summarization: age, gender, geography, race, sex | ranking: activity, age, gender, geography, race, sex | representation learning: age, gender, geography, race, sex",Não,
A27US8Ge,"As a data scientist, I want to explore the potential of RNNs for session- based recommendations and develop new techniques for improving their accuracy and effectiveness.",Health,classification; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A27US9Ge,"As a platform developer, I want to integrate RNN- based session- based recommendations into my platform to provide users with a more personalized and engaging experience.",Literature,,,,Sim,
A27US10Ge,"As a global citizen, I want to see online platforms use technology responsibly to recommend products and content that are relevant to users' actual interests and needs, avoiding intrusive or manipulative tactics.",Biology,,,,Sim,
A27US1Ll,"As a recommender system developer, I want to use recurrent neural networks (RNNs) to improve the accuracy of recommendations based on short session-based data.",Biology,classification,,classification: —,Não,
A27US2Ll,"As an online retailer, I want to provide accurate recommendations to my customers even when I don't have access to long-term user history, so I want to use a session- based approach that can capture the context of the current session.",Education,classification; data summarization; ranking; regression; representation learning; subset selection,age; geography; race; sex; ethnicity; family wealth; gender; caste; birth category; financial status,"classification: age, geography, race, sex, ethnicity, family wealth, gender | data summarization: age, caste, gender, geography, race, sex | ranking: age, birth category, gender, geography, race, sex | regression: age, ethnicity, financial status, gender, geography, race, sex | representation learning: age, ethnicity, financial status, gender, geography, race, sex | subset selection: age, ethnicity, gender, geography, race",Não,
A27US3Ll,"As a developer, I want to overcome the limitations of matrix factorization approaches in session-based recommendations, so I want to use an RNN-based approach that can model the whole session.",Medicine,,,,Sim,
A27US4Ll,"As a customer, I want to receive personalized recommendations that are based on my current browsing behavior and preferences, even if I'm a new user or don't have a long history of interactions with the website.",Medicine,,,,Sim,
A27US5Ll,"As a developer, I want to modify classic RNNs to make them more suitable for session-based recommendations, such as by introducing a ranking loss function that optimizes the recommendation list.",Medicine,,,,Sim,
A27US6Ll,"As an online retailer, I want to improve the overall user experience by providing more accurate and relevant recommendations, so I want to experiment with RNN-based approaches that can consider the sequential nature of user interactions.",Education,classification; representation learning,age; geography; race; sex; ethnicity; family wealth; gender; financial status,"classification: age, geography, race, sex, ethnicity, family wealth, gender | representation learning: age, ethnicity, financial status, gender, geography, race, sex",Não,
A27US7Ll,"As a developer, I want to evaluate the performance of RNN-based approaches for session-based recommendations on real-world datasets, to see if they can outperform traditional methods.",Medicine,,,,Sim,
A27US8Ll,"As a customer, I want to receive recommendations that are based on the context of my current session, such as the types of products I've viewed or purchased recently.",Medicine,,,,Sim,
A27US9Ll,"As a developer, I want to explore the use of RNNs in recommender systems to capture the sequential dependencies between user interactions and to improve the accuracy of recommendations.",Medicine,classification; classification,age; race; sex; ethnicity; gender,"classification: age, race, sex, ethnicity, gender",Não,
A27US10Ll,"As an online retailer, I want to use RNN-based approaches to improve the conversion rates and revenue of my website, by providing more accurate and relevant recommendations to my customers.",Education,representation learning,age; ethnicity; financial status; gender; geography; race; sex,"representation learning: age, ethnicity, financial status, gender, geography, race, sex",Não,
A27US1O1,"As a recommendation system developer, I want to implement an RNN-based approach for session-based recommendations, so that I can provide more accurate suggestions for users with short interaction histories.",Computer Networks,,,,Sim,
A27US2O1,"As a data scientist, I want to apply recurrent neural networks to model entire user sessions, so that I can capture the sequence of user interactions for improved recommendation accuracy.",Health,classification; graph diffusion; regression; representation learning,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | graph diffusion: age, ethnicity, gender, geography | regression: age, ethnicity, gender, geography, sex | representation learning: age, ethnicity, gender, geography, sex",Não,
A27US3O1,"As a product manager for an e- commerce platform, I want to leverage session-based RNN recommendations, so that I can enhance user engagement and increase conversion rates on our website.",Literature,,,,Sim,
A27US4O1,"As a machine learning engineer, I want to incorporate a ranking loss function into our RNN model, so that the recommendations are better aligned with user preferences and .",Computer Networks,clustering,,clustering: —,Não,
A27US5O1,"As a UX designer, I want the recommendation system to provide timely and relevant suggestions based on current session data, so that users have a seamless and satisfying browsing experience.",Biology,,,,Sim,
A27US6O1,"As a business analyst, I want to evaluate the performance of RNN-based recommendations against traditional matrix factorization methods, so that I can demonstrate the value of our new approach to stakeholders.",Finance & Marketing,anomaly detection; classification; classification; representation learning,age; gender; race; sex; geography,"anomaly detection: age, gender, race, sex | classification: age, geography, race, sex, gender | representation learning: age, gender, geography, race, sex",Não,
A27US7O1,"As a software architect, I want to modify classic RNN architectures to suit session-based recommendation tasks, so that the system remains efficient and scalable for real- time applications.",Literature,,,,Sim,
A27US8O1,"As a marketing strategist, I want to use more accurate session-based recommendations, so that I can tailor promotional campaigns to individual user behaviors and preferences.",Finance & Marketing,anomaly detection,age; gender; race; sex,"anomaly detection: age, gender, race, sex",Não,
A27US9O1,"As a researcher in recommender systems, I want to explore the effectiveness of RNNs on different datasets, so that I can validate the improvements over widely used traditional approaches.",Biology,classification,,classification: —,Não,
A27US10O1,"As a customer support manager, I want the recommendation system to adapt quickly to short- term user interactions, so that I can ensure users receive relevant assistance and product suggestions during their browsing sessions.",Computer Networks,,,,Sim,
A28US1Ge,"As a single person looking for love, I want a dating recommender system that goes beyond self- reported profiles and considers real- life interactions and compatibility.",Health,,,,Sim,
A28US2Ge,"As a speed dating organizer, I want a tool that can analyze data from past events to improve match prediction accuracy and increase the success rate of future events.",Movies,,,,Sim,
A28US3Ge,"As a researcher studying human behavior and romantic attraction, I want to explore the potential of using speed dating data to understand what factors contribute to successful matches.",Health,,,,Sim,
A28US4Ge,"As a developer of dating apps or platforms, I want to integrate real-world data from speed dating events into my system to provide users with more accurate and personalized recommendations.",Biology,classification,,classification: —,Não,
A28US5Ge,"As a data scientist, I want to explore the use of machine learning techniques, like random forest regression, to predict compatibility based on objective data from speed dating interactions.",Health,classification; matching; regression,age; geography; sex; ethnicity; gender,"classification: age, geography, sex, ethnicity, gender | matching: age, gender, geography | regression: age, ethnicity, gender, geography, sex",Não,
A28US6Ge,"As a user concerned about data privacy, I want a dating recommender system that uses my data responsibly and transparently, ensuring my information is secure and used ethically.",Transportation,,,,Sim,
A28US7Ge,"As a psychologist studying dating and relationships, I want to understand how the proposed recommender system based on speed dating data compares to traditional online dating algorithms.",Psychology,,,,Sim,
