id,User Story,role_shorten,equivalent_domain,equivalent_ml_task,equivalent_ml_task_labels,domain_confidence,sensitive_features_esperados,sensitive_features_por_task,tem_sensitive_features
A23US5Ge,"As a consumer of online information, I want to be aware of how search engines might influence the information I see and be able to make informed choices about which sources to trust.",consumer,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US6Ge,"As a developer of educational tools, I want to integrate PAWS into my resources to teach students about the potential biases and limitations of search engines.",developer,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US7Ge,"As a librarian or information professional, I want to use PAWS to understand the strengths and weaknesses of different search engines and guide my users towards reliable and diverse information sources.",librarian,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US8Ge,"As a developer of metasearch engines, I want to use PAWS to aggregate results from different search engines while providing users with transparency about potential biases and emphasis.",developer,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US9Ge,"As a data scientist, I want to explore new ways to analyze and visualize the differences between search engine results, including using machine learning and natural language processing techniques.",data scientist,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US10Ge,"As a global citizen, I want to see a more transparent and balanced online information landscape where users can access diverse perspectives and make informed decisions about the information they consume.",global citizen,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US1Ll,"As a researcher, I want to study how search engine algorithms affect the content users see so that I can understand potential biases.",researcher,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US2Ll,"As a web developer, I want to create a platform (PAWS) to analyze differences in search engine rankings so that I can help users understand these variations.",developer,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US3Ll,"As a user, I want to know when different search engines favor certain sites or points of view so that I can make informed decisions about the information I consume.",user,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US4Ll,"As a developer, I want to integrate the PAWS platform into search engines to enhance transparency and user trust.",developer,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US5Ll,"As a researcher, I want to develop techniques to identify the orientation of search results at scale so that I can improve the efficiency of content analysis.",researcher,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US6Ll,"As a user, I want to know if search engines prioritize results that favor their company's products so that I can be aware of potential conflicts of interest.",user,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US7Ll,"As a developer, I want to apply the PAWS platform to analyze news search results on Google and Bing so that I can identify any biases or preferences.",developer,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US8Ll,"As a researcher, I want to understand how search engines rank content with advertisements so that I can study their impact on user behavior.",researcher,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US9Ll,"As a web developer, I want to ensure the PAWS platform can identify and minimize biases in search engine rankings so that users can access more balanced information.",developer,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US10Ll,"As a researcher, I want to collaborate with other experts to refine the PAWS platform and advance the understanding of search engine biases and content emphasis.",researcher,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US1O1,"As a web user, I want to understand how different search engines prioritize content, so that I can make informed decisions about which results to trust and explore.Transparency",user,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US2O1,"As a transparency advocate, I want to use the PAWS platform to analyze search engine biases, so that I can promote fair and unbiased access to web information.",advocate,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US3O1,"As a data scientist, I want to leverage PAWS to measure content emphasis across search engines, so that I can study the correlation between search rankings and content features.",data scientist,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US4O1,"As a journalist, I want to identify if search engines favor certain news sites or viewpoints, so that I can report on potential biases in information dissemination.",journalist,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US5O1,"As a search engine developer, I want to utilize insights from PAWS, so that I can improve our ranking algorithms to ensure balanced and fair search results.",developer,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US6O1,"As a policy maker, I want to understand the influence of search engine rankings on public opinion, so that I can develop regulations that promote transparency and fairness.",policymaker,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US7O1,"As a marketing analyst, I want to determine if search engines prioritize pages with our advertisements, so that I can optimize our advertising strategies accordingly.",analyst,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US8O1,"As an academic researcher, I want to apply PAWS to various search engines, so that I can conduct comprehensive studies on search engine behavior and content emphasis.",researcher,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US9O1,"As a competitor in the search engine market, I want to analyze how our ranking algorithms compare to others using PAWS, so that I can identify areas for improvement and differentiation.",competitor in the search engine market,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A23US10O1,"As a privacy- conscious user, I want to be informed when search engines favor certain points of view or advertisements, so that I can seek a more balanced perspective in my searches.",user,Information Systems,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability; textual references to people and their demographics; artist; record label,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability | Matching: age, gender, geography, race | Pricing: age, gender, geography | Advertising: gender, geography, race | Entity Resolution: geography | Sentiment Analysis: race, sex | Bias Detection in Language Models: gender, race, textual references to people and their demographics, age, artist, geography, record label, sex",Sim
A24US1Ge,"As a researcher, I want to easily discover other researchers with expertise in my field, allowing me to connect and collaborate on projects.",researcher,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US2Ge,"As a research administrator, I want to efficiently identify potential reviewers for manuscripts based on their expertise and publication history.",administrator,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US3Ge,"As a librarian, I want to provide my users with a powerful tool to explore the academic landscape and discover new research areas.",librarian,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US4Ge,"As a student, I want to easily find relevant publications and researchers for my research projects and assignments.",student,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US5Ge,"As a university administrator, I want to gain insights into the research strengths and collaborations within my institution.",administrator,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US6Ge,"As a research funder, I want to identify promising research areas and researchers for potential funding opportunities.",research funder,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US7Ge,"As a data scientist, I want to explore the potential of ArnetMiner's data and network analysis for further research and development.",data scientist,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US8Ge,"As a developer of academic search engines, I want to integrate ArnetMiner's features and data to provide a more comprehensive and informative search experience.",developer,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US9Ge,"As a publisher, I want to leverage ArnetMiner's network analysis to understand the reach and impact of published research.",publisher,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US10Ge,"As a policymaker, I want to use ArnetMiner's insights to inform policies and initiatives that support research collaboration and innovation.",policymaker,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US1Ll,"As a researcher, I want to be able to search for other researchers with similar expertise and interests, so that I can collaborate with them and expand my professional network.",researcher,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US2Ll,"As a developer, I want to design a system that can automatically extract researcher profiles from the Web, so that I can build a comprehensive database of academic researchers.",developer,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US3Ll,"As a librarian, I want to integrate publication data from existing digital libraries into a unified academic social network, so that I can provide a single platform for researchers to access and share information.",librarian,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US4Ll,"As a data scientist, I want to develop a probabilistic framework to deal with the name ambiguity problem in academic networks, so that I can accurately match researchers with their publications.",data scientist,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US5Ll,"As a researcher, I want to be able to search for people with specific expertise or areas of interest, so that I can identify potential collaborators or mentors.",researcher,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US6Ll,"As a developer, I want to design a unified modeling approach to simultaneously model topical aspects of papers, authors, and publication venues, so that I can provide a comprehensive view of the academic network.",developer,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US7Ll,"As a researcher, I want to be able to visualize the academic network and identify patterns and relationships between researchers, publications, and venues, so that I can gain insights into the field.",researcher,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US8Ll,"As a system administrator, I want to ensure that the system can handle a large volume of data and scale to accommodate a growing number of users, so that I can provide a reliable and efficient service.",administrator,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US9Ll,"As a researcher, I want to be able to search for research papers and publications based on specific keywords or topics, so that I can stay up-to-date with the latest research in my field.",researcher,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US10Ll,"As a developer, I want to evaluate the performance of the ArnetMiner system using empirical methods, so that I can identify areas for improvement and refine the system to better meet the needs of users.",developer,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US1O1,"As a researcher, I want automated extraction of my profile from the Web, so that my academic information is accurately represented in the ArnetMiner system.",researcher,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US2O1,"As a digital library manager, I want to integrate publication data into the academic network, so that the system provides a comprehensive view of research outputs.",manager,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US3O1,"As a data scientist, I want a probabilistic framework to resolve name ambiguities, so that researcher profiles are accurately matched to their publications.",data scientist,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US4O1,"As an academic network modeler, I want to simultaneously model topics, authors, and publication venues, so that the system accurately reflects the relationships within the academic community.",modeler,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US5O1,"As a university administrator, I want to access expertise search services, so that I can identify experts within specific research areas for collaboration or consultation.",administrator,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US6O1,"As a scholar, I want people association search capabilities, so that I can discover potential collaborators and understand the connections within my field.",scholar,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US7O1,"As a system architect, I want a unified tagging approach to extract researcher profiles, so that the system can efficiently handle large-scale data from diverse Web sources.",system architect,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US8O1,"As a librarian, I want the ArnetMiner system to integrate seamlessly with existing digital libraries, so that users have unified access to comprehensive academic data.",librarian,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A24US9O1,"As a user experience designer, I want the architecture of the ArnetMiner system to support intuitive search services, so that users can easily navigate and utilize the academic network.",UX designer,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
